,DraftYear,Player,College.Univ,Pos,Height.inches,Weight,Wonderlic,Forty.Yard.Dash,Bench.225.Reps,Vert.Leap.inches,Broad.Jump.inches,Shuttle,X3Cone,Forty.Timed.Outside.Combine,Bench.Pressed.Weight,Benched.to.Weight,Player.Height,Player.Vertical,Player.Broad.Jump
863,2009,Clay Matthews,University of Southern California,OLB,75,240,27,4.62,23,35.5,121,4.18,6.9,FALSE,5175,21.5625,6.2499975,2.95833215,10.0833293
864,2002,Clenton Ballard,Texas State,DT,75,313,NA,5.18,24,26.5,93,4.64,7.47,FALSE,5400,17.25239617,6.2499975,2.20833245,7.7499969
865,2001,Cleo Lemon,Arkansas State,QB,74,226,18,4.87,NA,35.5,106,4.27,7.33,FALSE,NA,NA,6.1666642,2.95833215,8.8333298
866,1999,Cletidus Hunt,Kentucky State,DT,76,293,NA,4.98,17,31.5,111,4.73,8.08,FALSE,3825,13.05460751,6.3333308,2.62499895,9.2499963
867,2001,Clevan Thomas,Florida State,CB,69,189,NA,4.64,NA,36,118,4.24,7.4,FALSE,NA,NA,5.7499977,2.9999988,9.8333294
868,1999,Cleve Roberts,Troy,OT,78,290,NA,5.37,16,23.5,94,4.86,8.34,FALSE,3600,12.4137931,6.4999974,1.95833255,7.8333302
869,2008,Cliff Avril,Purdue,OLB,75,253,NA,4.51,27,32.5,117,4.51,6.9,FALSE,6075,24.01185771,6.2499975,2.70833225,9.7499961
870,2012,Cliff Harris,Oregon,CB,71,175,NA,4.64,14,36,118,4.19,6.79,FALSE,3150,18,5.9166643,2.9999988,9.8333294
871,2011,Cliff Matthews,South Carolina,DE,76,257,NA,4.81,17,32,112,4.37,7.21,FALSE,3825,14.88326848,6.3333308,2.6666656,9.3333296
872,2002,Cliff Russell,Utah,WR,73,185,NA,4.36,NA,NA,NA,NA,NA,FALSE,NA,NA,6.0833309,NA,NA
873,2005,Clifford Dukes,Michigan State,DE,76,268,NA,4.95,28,31.5,NA,NA,NA,FALSE,6300,23.50746269,6.3333308,2.62499895,NA
874,2010,Clifton Geathers,South Carolina,DE,80,299,NA,4.98,26,36,112,NA,7.69,FALSE,5850,19.56521739,6.666664,2.9999988,9.3333296
875,2007,Clifton Ryan,Michigan State,DT,74,305,NA,5.12,25,26.5,102,4.69,7.5,FALSE,5625,18.44262295,6.1666642,2.20833245,8.4999966
876,2003,Clifton Smith,Syracuse,ILB,74,250,NA,4.88,NA,NA,NA,NA,NA,FALSE,NA,NA,6.1666642,NA,NA
877,2003,Clifton Washburn,Citadel,DE,77,275,NA,5.03,22,27,109,4.82,8.59,FALSE,4950,18,6.4166641,2.2499991,9.0833297
878,2011,Clint Boling,Georgia,OG,77,308,NA,5.28,28,31,102,4.64,7.66,FALSE,6300,20.45454545,6.4166641,2.5833323,8.4999966
879,2006,Clint Ingram,Oklahoma,OLB,74,244,NA,4.65,22,41,NA,4.11,7.12,FALSE,4950,20.28688525,6.1666642,3.4166653,NA
880,2003,Clint Mitchell,Florida,DE,79,257,NA,4.93,16,34.5,115,4.39,7.36,FALSE,3600,14.0077821,6.5833307,2.87499885,9.5833295
881,2009,Clint Sintim,Virginia,OLB,75,256,NA,4.75,NA,34.5,119,4.4,7.37,FALSE,NA,NA,6.2499975,2.87499885,9.9166627
882,2006,Clinton Solomon,Iowa,WR,75,214,NA,4.58,NA,33,114,4.48,7.18,FALSE,NA,NA,6.2499975,2.7499989,9.4999962
883,2013,Cobi Hamilton,Arkansas,WR,74,212,NA,4.56,11,29.5,107,4.31,NA,TRUE,2475,11.6745283,6.1666642,2.45833235,8.9166631
884,2012,Coby Fleener,Stanford University,TE,78,247,NA,NA,27,NA,NA,NA,NA,FALSE,6075,24.5951417,6.4999974,NA,NA
885,2009,Cody Brown,Connecticut,OLB,74,244,NA,4.76,26,36.5,120,4.4,7.1,FALSE,5850,23.97540984,6.1666642,3.04166545,9.999996
886,2009,Cody Glenn,Nebraska,OLB,72,244,NA,4.78,25,NA,NA,NA,NA,TRUE,5625,23.05327869,5.9999976,NA,NA
887,2010,Cody Grimm,Virginia Tech,SS,71,203,NA,4.55,11,35.5,117,NA,6.58,FALSE,2475,12.19211823,5.9166643,2.95833215,9.7499961
888,2004,Cody Pickett,University of Washington,QB,76,230,19,4.79,NA,30.5,109,4.32,7.19,FALSE,NA,NA,6.3333308,2.54166565,9.0833297
889,2004,Cody Spencer,North Texas,ILB,75,242,NA,4.65,27,34.5,116,4.11,6.96,FALSE,6075,25.10330579,6.2499975,2.87499885,9.6666628
890,2008,Cody Wallace,Texas A&M,C,76,296,NA,5.3,26,30.5,113,4.55,7.45,FALSE,5850,19.76351351,6.3333308,2.54166565,9.4166629
891,2004,Colby Bockwoldt,Brigham Young,OLB,74,230,NA,4.6,14,34,112,4.07,7.12,FALSE,3150,13.69565217,6.1666642,2.8333322,9.3333296
892,2013,Colby Cameron,Louisiana Tech,QB,74,212,NA,4.78,NA,30.5,112,4.28,6.98,TRUE,NA,NA,6.1666642,2.54166565,9.3333296
893,2011,Colby Whitlock,Texas Tech,DT,74,302,NA,5.27,25,30.5,105,4.75,7.73,FALSE,5625,18.62582781,6.1666642,2.54166565,8.7499965
894,2010,Cole Pemberton,Colorado State,OT,79,315,NA,5.37,18,22.5,NA,4.77,7.65,FALSE,4050,12.85714286,6.5833307,1.87499925,NA
895,2003,Colin Branch,Stanford University,FS,73,203,NA,4.4,22,36,119,NA,NA,FALSE,4950,24.38423645,6.0833309,2.9999988,9.9166627
896,2003,Colin Cole,Iowa,DT,74,309,NA,5.22,29,31,103,4.75,7.85,FALSE,6525,21.11650485,6.1666642,2.5833323,8.5833299
897,2011,Colin Kaepernick,Nevada,QB,77,233,NA,4.53,NA,32.5,115,4.18,6.85,FALSE,NA,NA,6.4166641,2.70833225,9.5833295
898,2011,Colin McCarthy,University of Miami,ILB,73,238,NA,4.59,23,36.5,119,4.2,6.93,FALSE,5175,21.74369748,6.0833309,3.04166545,9.9166627
899,2010,Colin Peek,Alabama,TE,77,252,NA,4.92,19,NA,NA,NA,NA,TRUE,4275,16.96428571,6.4166641,NA,NA
900,2013,Collin Klein,Kansas State,QB,77,226,NA,4.78,NA,29,111,4.4,7.17,TRUE,NA,NA,6.4166641,2.4166657,9.2499963
901,2004,Cols Colas,Virginia Tech,OLB,73,233,NA,4.58,22,34.5,118,NA,NA,FALSE,4950,21.24463519,6.0833309,2.87499885,9.8333294
902,2008,Colt Brennan,Hawaii,QB,NA,NA,24,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
903,2010,Colt McCoy,University of Texas,QB,73,216,25,4.79,NA,NA,114,NA,NA,FALSE,NA,NA,6.0833309,NA,9.4999962
904,2013,Conner Vernon,Duke,WR,73,196,NA,4.68,NA,32.5,125,4.22,6.93,TRUE,NA,NA,6.0833309,2.70833225,10.4166625
905,2009,Connor Barwin,Cincinnati,OLB,76,256,NA,4.59,21,40.5,128,4.18,6.87,FALSE,4725,18.45703125,6.3333308,3.37499865,10.6666624
906,2002,Connor Stephens,Mississippi State,DE,77,256,NA,4.89,20,36.5,119,4.55,7.5,FALSE,4500,17.578125,6.4166641,3.04166545,9.9166627
907,2004,Constantin Ritzmann,Tennessee,DE,75,259,NA,4.97,24,29,108,4.48,7.39,FALSE,5400,20.84942085,6.2499975,2.4166657,8.9999964
908,2000,Cooper Carlisle,Florida,OG,78,297,NA,5.16,28,31,100,4.48,7.82,FALSE,6300,21.21212121,6.4999974,2.5833323,8.33333
909,2006,Cooper Wallace,Auburn,TE,76,261,NA,4.78,21,29,105,4.22,7.3,FALSE,4725,18.10344828,6.3333308,2.4166657,8.7499965
910,2006,Copeland Bryan,Arizona,DE,76,253,NA,4.9,16,33,117,4.31,7.12,FALSE,3600,14.22924901,6.3333308,2.7499989,9.7499961
911,1999,Corby Jones,Missouri,RB,71,223,NA,4.69,15,31.5,112,4.18,7.14,FALSE,3375,15.13452915,5.9166643,2.62499895,9.3333296
912,2013,Cordarrelle Patterson,Tennessee,WR,74,216,NA,4.42,NA,37,128,NA,NA,TRUE,NA,NA,6.1666642,3.0833321,10.6666624
913,2012,Cordy Glenn,Georgia,OG,77,345,NA,5.15,31,23,93,5,8.13,FALSE,6975,20.2173913,6.4166641,1.9166659,7.7499969
914,2000,Corey Atkins,South Carolina,OLB,73,237,NA,4.72,21,31,112,4.39,7.96,FALSE,4725,19.93670886,6.0833309,2.5833323,9.3333296
915,2008,Corey Clark,Texas A&M,OT,78,315,NA,5.28,23,23,106,4.68,7.47,FALSE,5175,16.42857143,6.4999974,1.9166659,8.8333298
916,2001,Corey Crume,Eastern Kentucky,RB,71,225,NA,4.76,15,37,NA,4.32,7.36,FALSE,3375,15,5.9166643,3.0833321,NA
917,2013,Corey Fuller,Virginia Tech,WR,74,204,NA,4.43,12,31.5,120,NA,NA,TRUE,2700,13.23529412,6.1666642,2.62499895,9.999996
918,2001,Corey Hall,Appalachian State,FS,76,198,NA,4.5,14,36.5,127,NA,NA,FALSE,3150,15.90909091,6.3333308,3.04166545,10.5833291
919,2007,Corey Hilliard,Oklahoma State,OT,77,308,NA,5.29,28,27,106,4.65,7.45,FALSE,6300,20.45454545,6.4166641,2.2499991,8.8333298
920,1999,Corey Hulsey,Clemson,OG,77,367,NA,5.73,31,25,96,4.89,8.21,FALSE,6975,19.00544959,6.4166641,2.0833325,7.9999968
921,2013,Corey Lemonier,Auburn,DE,75,255,NA,4.6,27,33,119,4.4,7.14,TRUE,6075,23.82352941,6.2499975,2.7499989,9.9166627
922,2011,Corey Liuget,Illinois,DT,74,298,NA,4.97,27,27.5,102,4.68,7.48,FALSE,6075,20.38590604,6.1666642,2.29166575,8.4999966
923,2000,Corey Moore,Virginia Tech,OLB,71,223,NA,4.6,21,NA,NA,NA,NA,FALSE,4725,21.18834081,5.9166643,NA,NA
924,2010,Corey Peters,Kentucky,DT,75,300,NA,4.98,NA,33,98,4.76,7.56,FALSE,NA,NA,6.2499975,2.7499989,8.1666634
925,1999,Corey Terry,Tennessee,DE,75,254,NA,4.79,NA,NA,NA,4.26,7.4,FALSE,NA,NA,6.2499975,NA,NA
926,2005,Corey Webster,Louisiana State University,CB,72,199,NA,4.51,9,NA,NA,NA,NA,TRUE,2025,10.1758794,5.9999976,NA,NA
927,2012,Corey White,Samford,FS,71,206,NA,4.55,15,37,126,4.22,6.72,FALSE,3375,16.38349515,5.9166643,3.0833321,10.4999958
928,2004,Corey Williams,Arkansas State,DT,76,313,NA,5.18,25,28,NA,4.55,7.97,FALSE,5625,17.97124601,6.3333308,2.3333324,NA
929,2010,Corey Wootton,Northwestern University,DE,78,270,NA,4.92,20,NA,NA,NA,NA,TRUE,4500,16.66666667,6.4999974,NA,NA
930,2010,Cornelius Brown,Texas-El Paso,CB,71,198,NA,4.59,11,31.5,118,4.24,6.87,FALSE,2475,12.5,5.9166643,2.62499895,9.8333294
931,2000,Cornelius Griffin,Alabama,DE,75,297,NA,4.9,30,31,111,4.62,7.63,FALSE,6750,22.72727273,6.2499975,2.5833323,9.2499963
932,2009,Cornelius Ingram,Florida,TE,76,245,NA,4.68,21,33,NA,4.53,7.12,FALSE,4725,19.28571429,6.3333308,2.7499989,NA
933,2009,Cornelius Lewis,Tennessee State,OT,76,332,NA,5.22,29,24.5,90,NA,NA,FALSE,6525,19.65361446,6.3333308,2.04166585,7.499997
934,2013,Cornelius Washington,Georgia,DE,76,265,NA,4.55,36,39,128,NA,NA,TRUE,8100,30.56603774,6.3333308,3.2499987,10.6666624
935,2005,Cornelius Wortham,Alabama,OLB,74,236,NA,4.71,22,37,110,4.38,NA,FALSE,4950,20.97457627,6.1666642,3.0833321,9.166663
936,1999,Cornell Green,Central Florida,OT,79,326,NA,5.55,18,23,92,4.8,8.43,FALSE,4050,12.42331288,6.5833307,1.9166659,7.6666636
937,2013,Cornellius Carradine,Florida State,DE,76,276,NA,4.75,28,NA,NA,NA,NA,TRUE,6300,22.82608696,6.3333308,NA,NA
938,2001,Correll Buckhalter,Nebraska,RB,73,226,NA,4.53,11,40,NA,4.06,7.08,FALSE,2475,10.95132743,6.0833309,3.333332,NA
939,2011,Cortez Allen,Citadel,CB,73,197,NA,4.5,18,35.5,129,4.01,6.76,FALSE,4050,20.55837563,6.0833309,2.95833215,10.7499957
940,2009,Corvey Irvin,Georgia,DT,75,301,NA,4.96,24,24.5,97,4.73,7.44,FALSE,5400,17.94019934,6.2499975,2.04166585,8.0833301
941,2007,Cory Anderson,Tennessee,FB,74,247,NA,4.7,19,37,115,4.35,7.37,FALSE,4275,17.30769231,6.1666642,3.0833321,9.5833295
942,2001,Cory Bird,Virginia Tech,SS,70,217,NA,4.6,22,NA,NA,NA,NA,TRUE,4950,22.81105991,5.833331,NA,NA
943,2008,Cory Boyd,South Carolina,RB,73,213,NA,4.52,25,33.5,118,4.24,6.97,FALSE,5625,26.4084507,6.0833309,2.79166555,9.8333294
944,2013,Cory Grissom,South Florida,DT,73,306,NA,5.31,22,27.5,97,4.81,7.79,TRUE,4950,16.17647059,6.0833309,2.29166575,8.0833301
945,1999,Cory Hall,Fresno State,FS,73,202,NA,4.54,17,36,123,4.29,7.18,FALSE,3825,18.93564356,6.0833309,2.9999988,10.2499959
946,2012,Cory Harkey,UCLA,TE,76,260,NA,5.11,13,26,109,4.69,7.4,FALSE,2925,11.25,6.3333308,2.1666658,9.0833297
947,2003,Cory Pyles,UCLA,QB,NA,NA,34,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
948,2003,Cory Redding,University of Texas,DE,76,279,NA,4.88,24,NA,NA,NA,NA,TRUE,5400,19.35483871,6.3333308,NA,NA
949,2006,Cory Rodgers,Texas Christian University,WR,73,188,NA,4.58,NA,33.5,110,4.19,7.38,FALSE,NA,NA,6.0833309,2.79166555,9.166663
950,2006,Cory Ross,Nebraska,RB,66,201,NA,4.58,15,NA,NA,NA,NA,FALSE,3375,16.79104478,5.4999978,NA,NA
951,2012,Coryell Judie,Texas A&M,CB,71,194,NA,4.48,NA,37,126,4.25,7.33,FALSE,NA,NA,5.9166643,3.0833321,10.4999958
952,2000,Cosey Coleman,Tennessee,OG,76,322,NA,5.4,NA,28,101,4.97,8.15,FALSE,NA,NA,6.3333308,2.3333324,8.4166633
953,2012,Coty Sensabaugh,Clemson,CB,0,189,NA,4.42,15,37,NA,4.06,6.6,FALSE,3375,17.85714286,0,3.0833321,NA
954,2002,Courtland Bullard,Ohio State,OLB,75,234,NA,4.69,NA,36.5,123,4.28,6.99,FALSE,NA,NA,6.2499975,3.04166545,10.2499959
955,2004,Courtney Anderson,San Jose State,TE,78,269,NA,4.89,17,30,106,4.54,7.86,FALSE,3825,14.21933086,6.4999974,2.499999,8.8333298
956,2009,Courtney Greene,Rutgers,SS,73,212,NA,4.55,21,34.5,116,4.16,7.35,FALSE,4725,22.28773585,6.0833309,2.87499885,9.6666628
957,1999,Courtney Ledyard,Michigan State,ILB,74,250,NA,5.12,20,34.5,115,4.24,7.85,FALSE,4500,18,6.1666642,2.87499885,9.5833295
958,2005,Courtney Roby,Indiana,WR,73,189,NA,4.41,NA,36.5,126,4,6.61,FALSE,NA,NA,6.0833309,3.04166545,10.4999958
959,2007,Courtney Taylor,Auburn,WR,74,204,NA,4.5,NA,36,122,4.28,7.22,FALSE,NA,NA,6.1666642,2.9999988,10.1666626
960,2012,Courtney Upshaw,Alabama,OLB,73,272,NA,NA,22,NA,NA,NA,NA,FALSE,4950,18.19852941,6.0833309,NA,NA
961,2004,Courtney Watson,Notre Dame,OLB,74,238,NA,4.56,22,36.5,114,4.37,7.4,FALSE,4950,20.79831933,6.1666642,3.04166545,9.4999962
962,2002,Coy Wire,Stanford University,SS,73,209,NA,4.56,28,38.5,120,3.87,6.62,TRUE,6300,30.14354067,6.0833309,3.20833205,9.999996
963,2009,Coye Francies,San Jose State,CB,73,185,NA,4.63,24,36,123,4.24,6.81,FALSE,5400,29.18918919,6.0833309,2.9999988,10.2499959
964,2005,Craig Bragg,UCLA,WR,73,196,NA,4.46,NA,36,NA,NA,NA,FALSE,NA,NA,6.0833309,2.9999988,NA
965,2004,Craig Crenzel,Ohio State,QB,NA,NA,38,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
966,2007,Craig Dahl,North Dakota State,SS,74,216,NA,4.55,17,35,122,4.26,6.69,FALSE,3825,17.70833333,6.1666642,2.9166655,10.1666626
967,2004,Craig Krenzel,Ohio State,QB,76,228,38,4.84,NA,28,112,4.15,7.23,FALSE,NA,NA,6.3333308,2.3333324,9.3333296
968,2005,Craig Ochs,Montana,QB,74,212,34,4.87,NA,28.5,104,4.19,7.03,FALSE,NA,NA,6.1666642,2.37499905,8.6666632
969,1999,Craig Page,Georgia Tech,C,75,295,NA,5.13,38,32,117,4.51,7.43,FALSE,8550,28.98305085,6.2499975,2.6666656,9.7499961
970,2008,Craig Stevens,California,TE,75,254,NA,4.59,27,27.5,114,4.31,7.07,FALSE,6075,23.91732283,6.2499975,2.29166575,9.4999962
971,2004,Craig Terrill,Purdue,DT,75,290,NA,5.21,28,26.5,100,4.1,7.39,FALSE,6300,21.72413793,6.2499975,2.20833245,8.33333
972,1999,Craig Yeast,Kentucky,WR,68,164,NA,4.47,NA,32.5,112,4.14,7.31,FALSE,NA,NA,5.6666644,2.70833225,9.3333296
973,1999,Creig Spann,Arizona State,WR,73,191,NA,4.5,NA,36.5,117,3.86,7.1,FALSE,NA,NA,6.0833309,3.04166545,9.7499961
974,2010,Crezdon Butler,Clemson,CB,73,191,NA,4.43,17,39.5,121,4.23,7.08,FALSE,3825,20.02617801,6.0833309,3.29166535,10.0833293
975,2009,Cullen Harper,Clemson,QB,75,225,NA,4.95,19,30,105,4.49,7.43,FALSE,4275,19,6.2499975,2.499999,8.7499965
976,1999,Cuncho Brown,Penn State,TE,76,272,NA,4.78,NA,31.5,110,4.44,7.51,FALSE,NA,NA,6.3333308,2.62499895,9.166663
977,2003,Curry Burns,Louisville,SS,73,216,NA,4.56,19,36,120,4.16,7.04,FALSE,4275,19.79166667,6.0833309,2.9999988,9.999996
978,2002,Curt McGill,Georgia,C,76,290,NA,5.07,30,NA,NA,NA,NA,FALSE,6750,23.27586207,6.3333308,NA,NA
979,2011,Curtis Brown,University of Texas,CB,73,185,NA,4.51,10,39.5,128,4,6.59,FALSE,2250,12.16216216,6.0833309,3.29166535,10.6666624
980,2004,Curtis DeLoatch,North Carolina A&T,CB,75,214,NA,4.5,10,35.5,120,4.42,6.97,FALSE,2250,10.51401869,6.2499975,2.95833215,9.999996
981,2001,Curtis Fuller,Texas Christian University,FS,70,186,NA,4.45,18,36,114,4.21,7.2,FALSE,4050,21.77419355,5.833331,2.9999988,9.4999962
982,2008,Curtis Gatewood,Vanderbilt,OLB,74,248,NA,4.72,22,28.5,111,4.22,6.9,FALSE,4950,19.95967742,6.1666642,2.37499905,9.2499963
983,2008,Curtis Johnson,Clark Atlanta,OLB,75,242,NA,4.69,25,26,NA,NA,NA,FALSE,5625,23.24380165,6.2499975,2.1666658,NA
984,2000,Curtis Keaton,James Madison,RB,70,214,NA,4.41,23,41.5,131,3.93,6.82,FALSE,5175,24.18224299,5.833331,3.45833195,10.9166623
985,2008,Curtis Lofton,Oklahoma,ILB,73,246,NA,4.79,23,24.5,105,4.56,7.69,FALSE,5175,21.03658537,6.0833309,2.04166585,8.7499965
986,2011,Curtis Marsh,Utah State,CB,73,197,NA,4.42,12,37.5,123,4.07,6.87,FALSE,2700,13.70558376,6.0833309,3.12499875,10.2499959
987,2009,Curtis Painter,Purdue,QB,75,225,NA,4.87,NA,29,102,4.48,7,FALSE,NA,NA,6.2499975,2.4166657,8.4999966
988,2009,Curtis Taylor,Louisiana State University,FS,74,207,NA,4.64,13,37.5,129,4.23,7.25,FALSE,2925,14.13043478,6.1666642,3.12499875,10.7499957
989,2012,Cyhl Quarles,Wake Forest,SS,73,213,NA,4.62,19,32,119,4.32,7.21,FALSE,4275,20.07042254,6.0833309,2.6666656,9.9166627
990,2012,Cyrus Gray,Texas A&M,RB,70,206,NA,4.47,21,32,114,NA,7.17,FALSE,4725,22.9368932,5.833331,2.6666656,9.4999962
991,2003,D Bryant,Duke,QB,74,218,23,4.73,NA,35.5,114,4.4,7.36,FALSE,NA,NA,6.1666642,2.95833215,9.4999962
992,2002,D.D. Lewis,University of Texas,ILB,73,235,NA,4.7,24,33.5,114,NA,NA,FALSE,5400,22.9787234,6.0833309,2.79166555,9.4999962
993,2000,D.J. Cooper,Arkansas,DT,75,277,NA,5.22,NA,28,108,4.49,7.41,FALSE,NA,NA,6.2499975,2.3333324,8.9999964
994,2013,D.J. Fluker,Alabama,OT,77,339,NA,5.31,21,NA,NA,NA,NA,TRUE,4725,13.9380531,6.4166641,NA,NA
995,2004,D.J. Hackett,Colorado,WR,75,199,NA,4.53,NA,41,131,4.1,6.8,FALSE,NA,NA,6.2499975,3.4166653,10.9166623
996,2008,D.J. Hall,Alabama,WR,74,193,NA,4.54,NA,29.5,122,NA,NA,FALSE,NA,NA,6.1666642,2.45833235,10.1666626
997,2013,D.J. Harper,Boise State,RB,69,211,NA,4.52,23,33.5,120,4.35,7.07,TRUE,5175,24.52606635,5.7499977,2.79166555,9.999996
998,2009,D.J. Moore,Vanderbilt,CB,70,192,NA,4.56,17,39.5,118,4.28,7.01,FALSE,3825,19.921875,5.833331,3.29166535,9.8333294
999,2008,D.J. Parker,Virginia Tech,FS,71,192,NA,4.59,19,29,111,4.44,6.94,FALSE,4275,22.265625,5.9166643,2.4166657,9.2499963
1000,2006,D.J. Shockley,Georgia,QB,73,214,19,4.56,NA,37.5,121,4.18,7.08,FALSE,NA,NA,6.0833309,3.12499875,10.0833293
1001,2011,D.J. Smith,Appalachian State,OLB,71,239,NA,4.75,20,31,104,4.45,7.35,FALSE,4500,18.82845188,5.9166643,2.5833323,8.6666632
1002,2013,D.J. Swearinger,South Carolina,FS,71,208,NA,4.67,17,37,124,4.11,6.7,TRUE,3825,18.38942308,5.9166643,3.0833321,10.3333292
1003,2011,D.J. Williams,Arkansas,TE,74,245,NA,4.59,20,33.5,111,4.51,7.29,FALSE,4500,18.36734694,6.1666642,2.79166555,9.2499963
1004,2008,D.J. Wolfe,Oklahoma,SS,71,207,NA,4.61,NA,28,112,4.32,7.02,FALSE,NA,NA,5.9166643,2.3333324,9.3333296
1005,2000,D'Andre Hardeman,Texas A&M,FB,70,238,NA,4.81,NA,30,109,4.36,7.27,FALSE,NA,NA,5.833331,2.499999,9.0833297
1006,2012,D'Anton Lynn,Penn State,CB,72,206,NA,4.77,17,31,111,NA,NA,FALSE,3825,18.56796117,5.9999976,2.5833323,9.2499963
1007,2011,D'Aundre Reed,Arizona,DE,76,261,NA,4.84,30,35.5,119,4.32,7.24,FALSE,6750,25.86206897,6.3333308,2.95833215,9.9166627
1008,2007,D'Juan Woods,Oklahoma State,WR,73,208,NA,4.58,NA,36.5,120,4.34,6.89,FALSE,NA,NA,6.0833309,3.04166545,9.999996
1009,2006,D'Qwell Jackson,Maryland,ILB,73,230,NA,4.73,19,37,116,4.37,7.05,FALSE,4275,18.58695652,6.0833309,3.0833321,9.6666628
1010,1999,D'Wayne Bates,Northwestern University,WR,74,215,NA,4.59,NA,37,117,4.24,7.25,FALSE,NA,NA,6.1666642,3.0833321,9.7499961
1011,2011,Da'Norris Searcy,North Carolina,SS,71,223,NA,4.55,27,33,120,4.09,6.87,FALSE,6075,27.24215247,5.9166643,2.7499989,9.999996
1012,2011,Da'Rel Scott,Maryland,RB,71,211,NA,4.4,19,34,117,4.2,7.15,FALSE,4275,20.26066351,5.9166643,2.8333322,9.7499961
1013,2013,Da'Rick Rogers,Tennessee Tech,WR,75,217,NA,4.52,10,39.5,132,4.06,6.71,TRUE,2250,10.36866359,6.2499975,3.29166535,10.9999956
1014,2010,Dace Richardson,Iowa,OG,77,320,NA,5.76,19,23.5,NA,5.38,8.58,FALSE,4275,13.359375,6.4166641,1.95833255,NA
1015,2003,Dahrran Diedrick,Nebraska,RB,73,228,NA,4.62,19,37,117,4.44,7.32,FALSE,4275,18.75,6.0833309,3.0833321,9.7499961
1016,2013,Daimion Stafford,Nebraska,FS,73,221,NA,4.69,21,30.5,111,NA,7.06,TRUE,4725,21.3800905,6.0833309,2.54166565,9.2499963
1017,2012,DaJohn Harris,University of Southern California,DT,75,306,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,6.2499975,NA,NA
1018,2008,DaJuan Morgan,North Carolina State,FS,73,205,NA,4.5,21,33,119,4.41,7.12,FALSE,4725,23.04878049,6.0833309,2.7499989,9.9166627
1019,2006,Dale Robinson,Arizona State,ILB,73,231,NA,4.76,18,33,108,4.33,7.3,FALSE,4050,17.53246753,6.0833309,2.7499989,8.9999964
1020,2001,Daleroy Stewart,Southern Mississippi,DT,76,309,NA,4.9,NA,33,110,4.72,7.75,FALSE,NA,NA,6.3333308,2.7499989,9.166663
1021,2007,Dallas Baker,Florida,WR,75,208,NA,4.53,NA,36,129,4.19,6.69,FALSE,NA,NA,6.2499975,2.9999988,10.7499957
1022,2003,Dallas Clark,Iowa,TE,76,257,NA,4.65,NA,37.5,123,NA,NA,TRUE,NA,NA,6.3333308,3.12499875,10.2499959
1023,2007,Dallas Sartz,University of Southern California,OLB,77,237,NA,4.71,20,33.5,111,4.13,6.85,FALSE,4500,18.98734177,6.4166641,2.79166555,9.2499963
1024,2006,Damarius Bilbo,Georgia Tech,WR,74,214,NA,4.7,NA,36.5,115,4.21,6.92,FALSE,NA,NA,6.1666642,3.04166545,9.5833295
1025,1999,Dameane Douglas,California,WR,73,201,NA,4.64,NA,31.5,119,4.36,7.36,FALSE,NA,NA,6.0833309,2.62499895,9.9166627
1026,2002,Dameon Hunter,Utah,RB,71,219,NA,4.68,NA,30.5,113,NA,NA,FALSE,NA,NA,5.9166643,2.54166565,9.4166629
1027,2003,Damian Lavergne,Louisiana Tech,OT,78,333,NA,5.57,17,27,92,4.86,8.44,FALSE,3825,11.48648649,6.4999974,2.2499991,7.6666636
1028,2010,Damian Williams,University of Southern California,WR,73,197,NA,4.52,19,38,118,4.24,6.79,FALSE,4275,21.70050761,6.0833309,3.1666654,9.8333294
1029,2002,Damien Anderson,Northwestern University,RB,71,211,NA,4.56,27,33.5,112,4.02,6.93,FALSE,6075,28.79146919,5.9166643,2.79166555,9.3333296
1030,2011,Damien Berry,University of Miami,RB,70,211,NA,4.58,23,33.5,120,4.12,7,FALSE,5175,24.52606635,5.833331,2.79166555,9.999996
1031,1999,Damien Woody,Boston College,C,75,328,NA,5.14,26,28.5,100,4.99,8.21,FALSE,5850,17.83536585,6.2499975,2.37499905,8.33333
1032,2000,Damion McIntosh,Kansas State,OT,76,328,NA,5.31,23,26,97,4.71,7.72,FALSE,5175,15.77743902,6.3333308,2.1666658,8.0833301
1033,2001,Damione Lewis,University of Miami,DT,75,293,NA,4.9,22,NA,NA,NA,NA,TRUE,4950,16.89419795,6.2499975,NA,NA
1034,1999,Damon Griffin,Oregon,WR,69,186,NA,4.65,NA,36,116,4.2,7.42,FALSE,NA,NA,5.7499977,2.9999988,9.6666628
1035,1999,Damon Moore,Ohio State,SS,71,209,NA,4.6,21,35,118,4.22,7.18,FALSE,4725,22.6076555,5.9166643,2.9166655,9.8333294
1036,1999,Damon Washington,Colorado State,RB,71,200,NA,4.53,18,37,114,4.07,7.28,FALSE,4050,20.25,5.9166643,3.0833321,9.4999962
1037,2000,Damon Wheeler,Colorado,CB,69,179,NA,4.51,11,35,115,4.27,7.21,FALSE,2475,13.82681564,5.7499977,2.9166655,9.5833295
1038,2013,Damontre Moore,Texas A&M,DE,77,250,NA,4.95,12,35.5,122,NA,NA,TRUE,2700,10.8,6.4166641,2.95833215,10.1666626
