,DraftYear,Player,College.Univ,Pos,Height.inches,Weight,Wonderlic,Forty.Yard.Dash,Bench.225.Reps,Vert.Leap.inches,Broad.Jump.inches,Shuttle,X3Cone,Forty.Timed.Outside.Combine,Bench.Pressed.Weight,Benched.to.Weight,Player.Height,Player.Vertical,Player.Broad.Jump
358,2003,Ben Sobieski,Iowa,OG,77,307,NA,5,18,30,109,4.49,7.7,FALSE,4050,13.19218241,6.4166641,2.499999,9.0833297
359,2010,Ben Tate,Auburn,RB,71,220,NA,4.34,26,40.5,124,4.12,6.91,FALSE,5850,26.59090909,5.9166643,3.37499865,10.3333292
360,2002,Ben Taylor,Virginia Tech,ILB,74,236,NA,4.83,19,35.5,120,4.19,6.56,FALSE,4275,18.11440678,6.1666642,2.95833215,9.999996
361,2004,Ben Watson,Georgia,TE,76,258,NA,4.57,34,35.5,123,4.15,7.39,FALSE,7650,29.65116279,6.3333308,2.95833215,10.2499959
362,2005,Benard Thomas,Nebraska,DE,76,269,NA,4.9,27,30,108,4.34,8.24,FALSE,6075,22.58364312,6.3333308,2.499999,8.9999964
363,2008,BenJarvus Green-Ellis,Ole Miss,RB,71,219,NA,4.6,24,30.5,114,NA,NA,FALSE,5400,24.65753425,5.9166643,2.54166565,9.4999962
364,2003,Bennie Joppru,Michigan,TE,76,272,NA,4.78,19,30.5,109,NA,NA,TRUE,4275,15.71691176,6.3333308,2.54166565,9.0833297
365,2013,Bennie Logan,Louisiana State University,DT,74,309,NA,5.08,30,25,104,4.67,7.53,TRUE,6750,21.84466019,6.1666642,2.0833325,8.6666632
366,2004,Bernard Berrian,Fresno State,WR,73,183,NA,4.58,NA,38,128,4.21,7.34,FALSE,NA,NA,6.0833309,3.1666654,10.6666624
367,2008,Bernard Morris,Marshall,QB,75,223,NA,4.68,18,24.5,109,NA,NA,FALSE,4050,18.16143498,6.2499975,2.04166585,9.0833297
368,2012,Bernard Pierce,Temple,RB,72,218,NA,4.49,17,36,123,4.28,7.07,FALSE,3825,17.54587156,5.9999976,2.9999988,10.2499959
369,2006,Bernard Pollard,Purdue,SS,74,224,NA,4.57,NA,36.5,131,NA,NA,FALSE,NA,NA,6.1666642,3.04166545,10.9166623
370,2001,Bernard Robertson,Tulane,OG,75,308,NA,5.24,19,30,106,4.58,8.06,FALSE,4275,13.87987013,6.2499975,2.499999,8.8333298
371,2009,Bernard Scott,Abilene Christian,RB,70,200,NA,4.44,21,36,125,4.08,6.82,FALSE,4725,23.625,5.833331,2.9999988,10.4166625
372,2003,Bethel Johnson,Texas A&M,WR,71,201,NA,4.38,NA,38.5,127,NA,NA,FALSE,NA,NA,5.9166643,3.20833205,10.5833291
373,2001,Bhawoh Jue,Penn State,CB,73,199,NA,4.54,NA,34.5,113,4.21,7.21,FALSE,NA,NA,6.0833309,2.87499885,9.4166629
374,2011,Bilal Powell,Louisville,RB,71,207,NA,4.52,18,NA,NA,NA,NA,TRUE,4050,19.56521739,5.9166643,NA,NA
375,2000,Bill Burke,Michigan State,QB,76,206,30,5.03,NA,28.5,107,4.42,7.46,FALSE,NA,NA,6.3333308,2.37499905,8.9166631
