CombineYear,DraftYear,Player,Position,DBPediaCollege_Name,DBPediaURI_College,Conference,Division,gradeNFL,Height.numeric,Weight,fortyYardDash,benchPress,verticalJump,broadJump,twentyYardShuttle,threeConeDrill,Wonderlic
2003,2003,Keyon Whiteside,ILB,University of Tennessee,http://live.dbpedia.org/resource/University_of_Tennessee,Southeastern Conference,Division I,NA,6.0833309,229,4.8,27,29,111,4.34,7.32,NA
2003,2003,Cory Redding,DE,University of Texas at Austin,http://live.dbpedia.org/resource/University_of_Texas_at_Austin,Big 12 Conference,Division I,NA,6.3333308,279,4.88,24,NA,NA,NA,NA,NA
2003,2003,Rod Babers,CB,University of Texas at Austin,http://live.dbpedia.org/resource/University_of_Texas_at_Austin,Big 12 Conference,Division I,NA,5.7499977,192,4.43,15,37,127,4.07,6.83,NA
2003,2003,Robbie Doane,OG,University of Texas at Austin,http://live.dbpedia.org/resource/University_of_Texas_at_Austin,Big 12 Conference,Division I,NA,6.4999974,311,5.29,NA,24.5,85,4.73,8.04,NA
2003,2003,Chris Simms,QB,University of Texas at Austin,http://live.dbpedia.org/resource/University_of_Texas_at_Austin,Big 12 Conference,Division I,NA,6.4166641,220,4.84,NA,31,103,4.21,7.38,22
2003,2003,Derrick Dockery,OG,University of Texas at Austin,http://live.dbpedia.org/resource/University_of_Texas_at_Austin,Big 12 Conference,Division I,NA,6.4999974,347,5.58,NA,25,92,NA,NA,NA
2003,2003,Josh Blankenship,QB,University of Tulsa,http://live.dbpedia.org/resource/University_of_Tulsa,Big East Conference,Division I,NA,6.1666642,211,5.16,NA,28.5,103,4.42,7.59,24
2003,2003,Lauvale Sape,DT,University of Utah,http://live.dbpedia.org/resource/University_of_Utah,Pacific-12 Conference,Division I,NA,6.1666642,297,5.21,NA,31.5,111,4.72,7.73,NA
2003,2003,Antwoine Sanders,FS,University of Utah,http://live.dbpedia.org/resource/University_of_Utah,Pacific-12 Conference,Division I,NA,6.1666642,202,4.54,14,37.5,128,4.45,7.44,NA
2003,2003,Jordan Gross,OT,University of Utah,http://live.dbpedia.org/resource/University_of_Utah,Pacific-12 Conference,Division I,NA,6.4166641,300,5.05,28,31.5,112,4.39,7.69,NA
2003,2003,Angelo Crowell,ILB,University of Virginia,http://live.dbpedia.org/resource/University_of_Virginia,Atlantic Coast Conference,Division I,NA,6.0833309,236,4.73,25,32.5,NA,4.29,7.08,NA
2003,2003,Kevin Ware,TE,University of Washington,http://live.dbpedia.org/resource/University_of_Washington,Pacific-12 Conference,Division I,NA,6.2499975,256,4.79,22,34,110,4.47,7.52,NA
2003,2003,Avon Cobourne,RB,West Virginia University,http://live.dbpedia.org/resource/West_Virginia_University,Big 12 Conference,Division I,NA,5.6666644,205,4.7,21,31.5,112,4.18,7.21,NA
2003,2003,Lance Nimmo,OT,West Virginia University,http://live.dbpedia.org/resource/West_Virginia_University,Big 12 Conference,Division I,NA,6.4166641,303,5.28,20,27,90,4.96,8.21,NA
2003,2003,Ben Johnson,OT,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,6.5833307,329,5.37,30,NA,NA,NA,NA,NA
2003,2003,Jason Jowers,OG,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,6.5833307,319,5.44,NA,29.5,101,4.86,8.32,NA
2003,2003,B.J. Tucker,CB,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,5.9166643,188,4.34,16,35,123,4.2,7.25,NA
2003,2003,Brooks Bollinger,QB,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
2003,2003,Jake Sprague,DT,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,6.1666642,274,4.97,26,NA,NA,NA,NA,NA
2003,2003,Jason Thomas,QB,"University of Nevada, Las Vegas",http://live.dbpedia.org/resource/UNLV_Rebels,Mountain West Conference,Division I,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2003,2003,Tony Terrell,OG,"University of Nevada, Las Vegas",http://live.dbpedia.org/resource/UNLV_Rebels,Mountain West Conference,Division I,NA,6.2499975,334,5.48,25,25.5,94,5,8.62,NA
2003,2003,Kevin Curtis,WR,Utah State University,http://live.dbpedia.org/resource/Utah_State_University,Mountain West Conference,Division I,NA,5.9166643,186,4.42,NA,36,122,3.99,6.76,NA
2003,2003,Anthony Davis,OG,Virginia Tech,http://live.dbpedia.org/resource/Virginia_Polytechnic_Institute_and_State_University,Atlantic Coast Conference,Division I,NA,6.4166641,329,5.34,NA,27.5,95,4.98,8.26,NA
2003,2003,Willie Pile,FS,Virginia Tech,http://live.dbpedia.org/resource/Virginia_Polytechnic_Institute_and_State_University,Atlantic Coast Conference,Division I,NA,6.1666642,206,4.57,14,38,125,4.21,6.77,NA
2003,2003,Ovie Mughelli,FB,Wake Forest University,http://live.dbpedia.org/resource/Wake_Forest_University,Atlantic Coast Conference,Division I,NA,6.0833309,255,4.73,NA,31.5,114,4.32,7.78,NA
2003,2003,Ray Thomas,TE,Wake Forest University,http://live.dbpedia.org/resource/Wake_Forest_University,Atlantic Coast Conference,Division I,NA,6.4166641,248,5.01,17,31,113,4.53,7.47,NA
2003,2003,Calvin Pace,DE,Wake Forest University,http://live.dbpedia.org/resource/Wake_Forest_University,Atlantic Coast Conference,Division I,NA,6.3333308,269,4.79,NA,33,115,NA,NA,NA
2003,2003,Rien Long,DT,Washington State University,http://live.dbpedia.org/resource/Washington_State_University,Pacific-12 Conference,Division I,NA,6.4999974,302,5.08,NA,NA,105,NA,NA,NA
2003,2003,Marcus Trufant,CB,Washington State University,http://live.dbpedia.org/resource/Washington_State_University,Pacific-12 Conference,Division I,NA,5.9166643,199,4.38,11,39,127,4.32,6.87,NA
2003,2003,Jason Guesser,QB,Washington State University,http://live.dbpedia.org/resource/Washington_State_University,Pacific-12 Conference,Division I,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
2003,2003,Chaun Thompson,OLB,West Texas A&M University,http://live.dbpedia.org/resource/West_Texas_A&M_University,Lone Star Conference,Division II,NA,6.1666642,240,4.58,29,35.5,123,4.22,7.01,NA
2004,2004,Marcus Winn,SS,Albany State University,http://live.dbpedia.org/resource/Alabama_State_University,Southwestern Conference,Division I-AA,NA,6.0833309,223,4.86,21,NA,NA,NA,NA,NA
2004,2004,Justin Smiley,OG,University of Alabama,http://live.dbpedia.org/resource/Alabama_University,Southeastern Conference,Division I,NA,6.2499975,302,5.07,19,32,111,4.5,7.74,NA
2004,2004,Triandos Luke,WR,University of Alabama,http://live.dbpedia.org/resource/Alabama_University,Southeastern Conference,Division I,NA,5.9166643,191,4.51,NA,38,124,4.17,7.06,NA
2004,2004,Antwan Odom,DE,University of Alabama,http://live.dbpedia.org/resource/Alabama_University,Southeastern Conference,Division I,NA,6.4999974,274,4.71,21,37,114,4.44,7.3,NA
2004,2004,Derrick Pope,OLB,University of Alabama,http://live.dbpedia.org/resource/Alabama_University,Southeastern Conference,Division I,NA,5.9166643,233,4.71,24,NA,106,NA,NA,NA
2004,2004,Ahmad Childress,DT,University of Alabama,http://live.dbpedia.org/resource/Alabama_University,Southeastern Conference,Division I,NA,6.4999974,351,5.28,NA,22,86,4.94,8.75,NA
2004,2004,Nautyn McKay-Loescher,DE,University of Alabama,http://live.dbpedia.org/resource/Alabama_University,Southeastern Conference,Division I,NA,6.1666642,260,4.75,NA,NA,NA,NA,7.27,NA
2004,2004,Shaud Williams,RB,University of Alabama,http://live.dbpedia.org/resource/Alabama_University,Southeastern Conference,Division I,NA,5.6666644,193,4.73,15,34,114,4.16,7.02,NA
2004,2004,Mike Karney,FB,Arizona State University,http://live.dbpedia.org/resource/Arizona_State_University,Pacific-12 Conference,Division I,NA,6.0833309,254,5.02,25,30,103,NA,NA,NA
2004,2004,Regis Crawford,OG,Arizona State University,http://live.dbpedia.org/resource/Arizona_State_University,Pacific-12 Conference,Division I,NA,6.1666642,316,6.05,NA,NA,NA,4.91,8.03,NA
2004,2004,Jason Shivers,FS,Arizona State University,http://live.dbpedia.org/resource/Arizona_State_University,Pacific-12 Conference,Division I,NA,6.0833309,201,4.51,19,36,128,NA,NA,NA
2004,2004,Jon Bradley,DT,Arkansas State University,http://live.dbpedia.org/resource/Arkansas_State_University,Sun Belt Conference,Division I,NA,6.0833309,306,5.09,19,26.5,104,4.85,7.88,NA
2004,2004,Corey Williams,DT,Arkansas State University,http://live.dbpedia.org/resource/Arkansas_State_University,Sun Belt Conference,Division I,NA,6.3333308,313,5.18,25,28,NA,4.55,7.97,NA
2004,2004,Spencer Johnson,DT,Auburn University,http://live.dbpedia.org/resource/Auburn_University,Southeastern Conference,Division I,NA,6.2499975,286,5.06,19,30,111,4.53,7.78,NA
2004,2004,Reggie Torbor,DE,Auburn University,http://live.dbpedia.org/resource/Auburn_University,Southeastern Conference,Division I,NA,6.1666642,254,4.65,16,34,120,4.46,7.48,NA
2004,2004,Dontarrious Thomas,OLB,Auburn University,http://live.dbpedia.org/resource/Auburn_University,Southeastern Conference,Division I,NA,6.2499975,241,4.57,26,38.5,129,4.03,NA,NA
2004,2004,Jeris McIntyre,WR,Auburn University,http://live.dbpedia.org/resource/Auburn_University,Southeastern Conference,Division I,NA,5.9166643,201,4.46,NA,29,112,4.18,7,NA
2004,2004,Ryan Didn'T Little,QB,Boise State University,http://live.dbpedia.org/resource/Boise_State_University,Mountain West Conference,Division I,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
2004,2004,Derrick Knight,RB,Boston College University,http://live.dbpedia.org/resource/Boston_College_University,Atlantic Coast Conference,Division I,NA,5.7499977,209,4.71,16,31.5,108,NA,NA,NA
2004,2004,Sean Ryan,TE,Boston College University,http://live.dbpedia.org/resource/Boston_College_University,Atlantic Coast Conference,Division I,NA,6.4166641,268,4.97,22,32.5,115,NA,NA,NA
2004,2004,Chris Snee,OG,Boston College University,http://live.dbpedia.org/resource/Boston_College_University,Atlantic Coast Conference,Division I,NA,6.2499975,314,5.1,29,30.5,104,4.67,7.75,NA
2004,2004,Josh Harris,QB,Bowling Green State University,http://live.dbpedia.org/resource/Bowling_Green_State_University,Mid-American Conference,Division I,NA,6.0833309,234,4.84,NA,31,NA,NA,NA,25
2004,2004,Quinn Christensen,OG,Brigham Young University,http://live.dbpedia.org/resource/Brigham_Young_University,I-A Independent,Division I,NA,6.4999974,312,5.1,32,NA,NA,NA,NA,NA
2004,2004,Colby Bockwoldt,OLB,Brigham Young University,http://live.dbpedia.org/resource/Brigham_Young_University,I-A Independent,Division I,NA,6.1666642,230,4.6,14,34,112,4.07,7.12,NA
2004,2004,Scott Jackson,C,Brigham Young University,http://live.dbpedia.org/resource/Brigham_Young_University,I-A Independent,Division I,NA,6.3333308,300,4.98,NA,30.5,105,4.52,7.86,NA
2004,2004,Roderick Green,DE,Central Missouri State University,http://live.dbpedia.org/resource/University_of_Central_Missouri,Mid-America Intercollegiate Athletics Association,Division II,NA,6.1666642,245,4.7,21,34.5,129,4.04,7.26,NA
2004,2004,Donnell Washington,DT,Clemson University,http://live.dbpedia.org/resource/Clemson_University,Atlantic Coast Conference,Division I,NA,6.4999974,332,5,34,31,109,4.88,7.8,NA
2004,2004,Khaleed Vaughn,DE,Clemson University,http://live.dbpedia.org/resource/Clemson_University,Atlantic Coast Conference,Division I,NA,6.4166641,281,5,14,31.5,113,4.35,7.38,NA
2004,2004,Bradlee Van Pelt,QB,Colorado State University,http://live.dbpedia.org/resource/Colorado_State_University,Mountain West Conference,Division I,NA,6.1666642,223,4.98,NA,33.5,115,4.15,6.91,25
2004,2004,Dexter Wynn,CB,Colorado State University,http://live.dbpedia.org/resource/Colorado_State_University,Mountain West Conference,Division I,NA,5.7499977,175,4.49,13,39,123,3.9,6.7,NA
2004,2004,Bradley Van Pelt,QB,Colorado State University,http://live.dbpedia.org/resource/Colorado_State_University,Mountain West Conference,Division I,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
2004,2004,Ryan Fowler,ILB,Duke University,http://live.dbpedia.org/resource/Duke_University,Atlantic Coast Conference,Division I,NA,6.2499975,250,4.8,35,37.5,118,4.19,7.2,NA
2004,2004,Drew Strojny,OT,Duke University,http://live.dbpedia.org/resource/Duke_University,Atlantic Coast Conference,Division I,NA,6.5833307,322,5.37,NA,29.5,99,4.87,7.99,NA
2004,2004,Alex Wade,FB,Duke University,http://live.dbpedia.org/resource/Duke_University,Atlantic Coast Conference,Division I,NA,6.0833309,248,4.97,22,32.5,114,4.44,7.55,NA
2004,2004,Brian Rimpf,OT,East Carolina University,http://live.dbpedia.org/resource/East_Carolina_University,Big East Conference,Division I,NA,6.4999974,315,5.41,31,28,105,4.66,7.98,NA
2004,2004,Terrance Copper,WR,East Carolina University,http://live.dbpedia.org/resource/East_Carolina_University,Big East Conference,Division I,NA,6.0833309,204,4.53,NA,35.5,116,4.33,7.36,NA
2004,2004,Kurt Sigler,C,Eastern Washington University,http://live.dbpedia.org/resource/Eastern_Washington_University,Big Sky Conference,Division I-AA,NA,6.4166641,306,5.84,NA,24,93,4.72,8.09,NA
2004,2004,Retton Mitchell,QB,Evangel College,http://live.dbpedia.org/resource/Evangel_College,Heart of America Athletic Conference,NAIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
2004,2004,Kevin Emanuel,DE,Florida State University,http://live.dbpedia.org/resource/Florida_State_University,Atlantic Coast Conference,Division I,NA,6.3333308,251,4.84,21,31,108,4.49,7.86,NA
2004,2004,Kendyll Pope,OLB,Florida State University,http://live.dbpedia.org/resource/Florida_State_University,Atlantic Coast Conference,Division I,NA,6.0833309,226,4.7,NA,NA,118,4.28,NA,NA
2004,2004,Darnell Dockett,DT,Florida State University,http://live.dbpedia.org/resource/Florida_State_University,Atlantic Coast Conference,Division I,NA,6.3333308,297,5,26,31,105,NA,NA,NA
2004,2004,Jeff Womble,DT,Florida State University,http://live.dbpedia.org/resource/Florida_State_University,Atlantic Coast Conference,Division I,NA,6.0833309,313,5.38,18,28,NA,NA,NA,NA
2004,2004,Rufus Brown,CB,Florida State University,http://live.dbpedia.org/resource/Florida_State_University,Atlantic Coast Conference,Division I,NA,5.7499977,187,4.43,15,33,124,4.44,7.24,NA
2004,2004,Michael Boulware,OLB,Florida State University,http://live.dbpedia.org/resource/Florida_State_University,Atlantic Coast Conference,Division I,NA,6.1666642,225,4.5,NA,NA,NA,3.96,6.91,NA
2004,2004,P.K. Sam,WR,Florida State University,http://live.dbpedia.org/resource/Florida_State_University,Atlantic Coast Conference,Division I,NA,6.3333308,210,4.54,NA,34.5,NA,NA,7.05,NA
2004,2004,Duron Croson,RB,Fort Valley State University,http://live.dbpedia.org/resource/Fort_Valley_State_University,Southern Intercollegiate Athletic Conference,Division II,NA,6.0833309,226,4.83,14,30.5,108,NA,NA,NA
2004,2004,Bernard Berrian,WR,Fresno State University,"http://live.dbpedia.org/resource/California_State_University,_Fresno",Mountain West Conference,Division I,NA,6.0833309,183,4.58,NA,38,128,4.21,7.34,NA
2004,2004,Freddie Smith,WR,Georgia Institute of Technology,http://live.dbpedia.org/resource/Georgia_Institute_of_Technology,Atlantic Coast Conference,Division I,NA,5.833331,194,4.79,NA,32.5,114,4.4,NA,NA
2004,2004,JohnPaul Foschi,TE,Georgia Institute of Technology,http://live.dbpedia.org/resource/Georgia_Institute_of_Technology,Atlantic Coast Conference,Division I,NA,6.3333308,266,5.01,24,30.5,111,4.45,7.52,NA
2004,2004,Daryl Smith,OLB,Georgia Institute of Technology,http://live.dbpedia.org/resource/Georgia_Institute_of_Technology,Atlantic Coast Conference,Division I,NA,6.1666642,234,4.67,24,NA,NA,NA,NA,NA
2004,2004,Keyaron Fox,OLB,Georgia Institute of Technology,http://live.dbpedia.org/resource/Georgia_Institute_of_Technology,Atlantic Coast Conference,Division I,NA,6.2499975,227,4.65,28,NA,NA,NA,NA,NA
2004,2004,Nat Dorsey,OT,Georgia Institute of Technology,http://live.dbpedia.org/resource/Georgia_Institute_of_Technology,Atlantic Coast Conference,Division I,NA,6.5833307,322,5.46,26,28.5,102,4.89,8.3,NA
2004,2004,Isaac Hilton,DE,Hampton University,http://live.dbpedia.org/resource/Hampton_University,Mid-Eastern Athletic Conference,Division I-AA,NA,6.3333308,267,4.57,31,36.5,123,4.48,7.99,NA
2004,2004,Jared Allen,DE,Illinois State University,http://live.dbpedia.org/resource/Idaho_State_University,Big Sky Conference,Division I-AA,NA,6.4999974,265,4.72,13,33,120,4.34,7.11,NA
2004,2004,Khiawatha Downey,OG,Indiana University of Pennsylvania,http://live.dbpedia.org/resource/Indiana_University_of_Pennsylvania,Pennsylvania State Athletic Conference,Division II,NA,6.3333308,332,5.5,21,26.5,98,4.83,8.03,NA
2004,2004,Lane Danielson,WR,Iowa State University,http://live.dbpedia.org/resource/Iowa_State_University,Big 12 Conference,Division I,NA,6.0833309,197,4.6,NA,31,117,4.07,6.73,NA
2004,2004,Jordan Carstens,DT,Iowa State University,http://live.dbpedia.org/resource/Iowa_State_University,Big 12 Conference,Division I,NA,6.4999974,305,5,28,28.5,106,4.8,8.35,NA
2004,2004,Robert Kent,QB,Jackson State University,http://live.dbpedia.org/resource/Jackson_State_University,Southwestern Conference,Division I-AA,NA,6.3333308,222,4.87,NA,26.5,110,4.25,7.71,23
2004,2004,Randy Jordan,CB,Kansas State University,http://live.dbpedia.org/resource/Kansas_State_University,Big 12 Conference,Division I,NA,6.0833309,178,4.59,NA,33.5,115,4.21,7.34,NA
2004,2004,Andrew Shull,DE,Kansas State University,http://live.dbpedia.org/resource/Kansas_State_University,Big 12 Conference,Division I,NA,6.4166641,265,4.9,16,30.5,107,4.28,7.46,NA
2004,2004,Travis Wilson,FB,Kansas State University,http://live.dbpedia.org/resource/Kansas_State_University,Big 12 Conference,Division I,NA,6.3333308,256,4.89,25,33,109,4.38,7.58,NA
2004,2004,Nick Leckey,C,Kansas State University,http://live.dbpedia.org/resource/Kansas_State_University,Big 12 Conference,Division I,NA,6.2499975,290,5.26,18,27,97,4.53,7.72,NA
2004,2004,Rashad Washington,FS,Kansas State University,http://live.dbpedia.org/resource/Kansas_State_University,Big 12 Conference,Division I,NA,6.1666642,223,4.61,14,34,116,4.08,7.08,NA
2004,2004,Ell Robertson,QB,Kansas State University,http://live.dbpedia.org/resource/Kansas_State_University,Big 12 Conference,Division I,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
2004,2004,Josh Buhl,OLB,Kansas State University,http://live.dbpedia.org/resource/Kansas_State_University,Big 12 Conference,Division I,NA,5.9166643,204,4.73,NA,29,114,4.33,7.27,NA
2004,2004,Bryan Hickman,OLB,Kansas State University,http://live.dbpedia.org/resource/Kansas_State_University,Big 12 Conference,Division I,NA,6.0833309,231,4.68,26,32.5,106,4.04,7.31,NA
2004,2004,Matt Mauck,QB,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
2004,2004,Michael Clayton,WR,Louisiana State University,http://live.dbpedia.org/resource/Louisiana_State_University,Southeastern Conference,Division I,NA,6.2499975,209,4.67,NA,32.5,116,4.15,6.79,NA
