player,season,season_name,salary,agency,agent,salary_amnesty,league,team,player_off_roster_13_14,id_contract_type
J.J. Redick,2015,2014-2015,6792500,Wasserman Media Group,Arn Tellem,FALSE,nba,Clippers,FALSE,G
J.J. Redick,2016,2015-2016,7085000,Wasserman Media Group,Arn Tellem,FALSE,nba,Clippers,FALSE,G
J.J. Redick,2017,2016-2017,7377500,Wasserman Media Group,Arn Tellem,FALSE,nba,Clippers,FALSE,G
Jamal Crawford,2014,2013-2014,5225000,ASM Sports,Andy Miller,FALSE,nba,Clippers,FALSE,G
Jamal Crawford,2015,2014-2015,5450000,ASM Sports,Andy Miller,FALSE,nba,Clippers,FALSE,U
Jamal Crawford,2016,2015-2016,5675000,ASM Sports,Andy Miller,FALSE,nba,Clippers,FALSE,U
Jared Dudley,2014,2013-2014,4250000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Clippers,FALSE,G
Jared Dudley,2015,2014-2015,4250000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Clippers,FALSE,G
Jared Dudley,2016,2015-2016,4250000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Clippers,FALSE,ETO
Maalik Wayns,2014,2013-2014,788872,ASM Sports,Andy Miller,FALSE,nba,Clippers,FALSE,U
Maalik Wayns,2015,2014-2015,1115243,ASM Sports,Andy Miller,FALSE,nba,Clippers,FALSE,QO
Matt Barnes,2014,2013-2014,3250000,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Clippers,FALSE,G
Matt Barnes,2015,2014-2015,3396250,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Clippers,FALSE,G
Matt Barnes,2016,2015-2016,3542500,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Clippers,FALSE,U
Reggie Bullock,2014,2013-2014,1149000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Clippers,FALSE,G
Reggie Bullock,2015,2014-2015,1200720,Excel Sports Management,Jeff Schwartz,FALSE,nba,Clippers,FALSE,G
Reggie Bullock,2016,2015-2016,1252440,Excel Sports Management,Jeff Schwartz,FALSE,nba,Clippers,FALSE,TO
Reggie Bullock,2017,2016-2017,2255644,Excel Sports Management,Jeff Schwartz,FALSE,nba,Clippers,FALSE,TO
Reggie Bullock,2018,2017-2018,3313542,Excel Sports Management,Jeff Schwartz,FALSE,nba,Clippers,FALSE,QO
Ryan Hollins,2014,2013-2014,884293,BDA Sports Management,Todd Ramasar,FALSE,nba,Clippers,FALSE,G
Willie Green,2014,2013-2014,1399507,Goodwin Management Group,Noah Croom,FALSE,nba,Clippers,FALSE,G
Willie Green,2015,2014-2015,1448490,Goodwin Management Group,Noah Croom,FALSE,nba,Clippers,FALSE,U
Ed Davis,2014,2013-2014,3153860,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Grizzlies,FALSE,G
Ed Davis,2015,2014-2015,4361789,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Grizzlies,FALSE,QO
Fab Melo,2014,2013-2014,437080,Wasserman Media Group,BJ Armstrong,FALSE,nba,Grizzlies,TRUE,G
Fab Melo,2015,2014-2015,437080,Wasserman Media Group,BJ Armstrong,FALSE,nba,Grizzlies,TRUE,G
Fab Melo,2016,2015-2016,437080,Wasserman Media Group,BJ Armstrong,FALSE,nba,Grizzlies,TRUE,G
Jamaal Franklin,2014,2013-2014,535000,Impact Sports Basketball,Brian Elfus,FALSE,nba,Grizzlies,FALSE,G
Jamaal Franklin,2015,2014-2015,816482,Impact Sports Basketball,Brian Elfus,FALSE,nba,Grizzlies,FALSE,G
Jamaal Franklin,2016,2015-2016,947276,Impact Sports Basketball,Brian Elfus,FALSE,nba,Grizzlies,FALSE,U
Jamaal Franklin,2017,2016-2017,1215696,Impact Sports Basketball,Brian Elfus,FALSE,nba,Grizzlies,FALSE,QO
Jerryd Bayless,2014,2013-2014,3135000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Grizzlies,FALSE,G
Jon Leuer,2014,2013-2014,900000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Grizzlies,FALSE,G
Jon Leuer,2015,2014-2015,967500,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Grizzlies,FALSE,G
Jon Leuer,2016,2015-2016,1035000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Grizzlies,FALSE,U
Josh Akognon,2014,2013-2014,788872,Rize Management,Scott Nichols,FALSE,nba,Grizzlies,FALSE,U
Josh Akognon,2015,2014-2015,1115243,Rize Management,Scott Nichols,FALSE,nba,Grizzlies,FALSE,QO
Kosta Koufos,2014,2013-2014,3000000,Mark Termini Associates,Mark Termini,FALSE,nba,Grizzlies,FALSE,G
Kosta Koufos,2015,2014-2015,3000000,Mark Termini Associates,Mark Termini,FALSE,nba,Grizzlies,FALSE,U
Marc Gasol,2014,2013-2014,14860523,Wasserman Media Group,Arn Tellem,FALSE,nba,Grizzlies,FALSE,G
Marc Gasol,2015,2014-2015,15829688,Wasserman Media Group,Arn Tellem,FALSE,nba,Grizzlies,FALSE,G
Mike Conley,2014,2013-2014,8600001,BDA Sports Management,Mike Conley,FALSE,nba,Grizzlies,FALSE,G
Mike Conley,2015,2014-2015,9294216,BDA Sports Management,Mike Conley,FALSE,nba,Grizzlies,FALSE,G
Mike Conley,2016,2015-2016,9988426,BDA Sports Management,Mike Conley,FALSE,nba,Grizzlies,FALSE,G
Mike Miller,2014,2013-2014,884293,Wasserman Media Group,Arn Tellem,FALSE,nba,Grizzlies,FALSE,G
Nick Calathes,2014,2013-2014,490180,Relativity Sports,Dan Fegan,FALSE,nba,Grizzlies,FALSE,G
Nick Calathes,2015,2014-2015,816482,Relativity Sports,Dan Fegan,FALSE,nba,Grizzlies,FALSE,U
Nick Calathes,2016,2015-2016,1147276,Relativity Sports,Dan Fegan,FALSE,nba,Grizzlies,FALSE,QO
Quincy Pondexter,2014,2013-2014,2225479,Wasserman Media Group,Arn Tellem,FALSE,nba,Grizzlies,FALSE,G
Quincy Pondexter,2015,2014-2015,3284807,Wasserman Media Group,Arn Tellem,FALSE,nba,Grizzlies,FALSE,QO
Tayshaun Prince,2014,2013-2014,7235955,BDA Sports Management,Bill Duffy,FALSE,nba,Grizzlies,FALSE,G
Tayshaun Prince,2015,2014-2015,7707865,BDA Sports Management,Bill Duffy,FALSE,nba,Grizzlies,FALSE,G
Tony Allen,2014,2013-2014,4494383,IAM Sports,Raymond Brothers,FALSE,nba,Grizzlies,FALSE,G
Tony Allen,2015,2014-2015,4831461,IAM Sports,Raymond Brothers,FALSE,nba,Grizzlies,FALSE,G
Tony Allen,2016,2015-2016,5168539,IAM Sports,Raymond Brothers,FALSE,nba,Grizzlies,FALSE,G
Tony Allen,2017,2016-2017,5505618,IAM Sports,Raymond Brothers,FALSE,nba,Grizzlies,FALSE,G
Willie Reed,2014,2013-2014,788872,Bell Management,Joel Bell,FALSE,nba,Grizzlies,FALSE,U
Willie Reed,2015,2014-2015,915243,Bell Management,Joel Bell,FALSE,nba,Grizzlies,FALSE,U
Willie Reed,2016,2015-2016,1181348,Bell Management,Joel Bell,FALSE,nba,Grizzlies,FALSE,QO
Zach Randolph,2014,2013-2014,18238333,IAM Sports,Raymond Brothers,FALSE,nba,Grizzlies,FALSE,G
Zach Randolph,2015,2014-2015,16938333,IAM Sports,Raymond Brothers,FALSE,nba,Grizzlies,FALSE,PO
Al Horford,2014,2013-2014,12000000,Wasserman Media Group,Arn Tellem,FALSE,nba,Hawks,FALSE,G
Al Horford,2015,2014-2015,12000000,Wasserman Media Group,Arn Tellem,FALSE,nba,Hawks,FALSE,G
Al Horford,2016,2015-2016,12000000,Wasserman Media Group,Arn Tellem,FALSE,nba,Hawks,FALSE,G
DeMarre Carroll,2014,2013-2014,2557545,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Hawks,FALSE,G
DeMarre Carroll,2015,2014-2015,2442455,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Hawks,FALSE,G
Dennis Schroder,2014,2013-2014,1348200,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Hawks,FALSE,G
Dennis Schroder,2015,2014-2015,1690680,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Hawks,FALSE,G
Dennis Schroder,2016,2015-2016,1763400,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Hawks,FALSE,TO
Dennis Schroder,2017,2016-2017,2708582,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Hawks,FALSE,TO
Dennis Schroder,2018,2017-2018,3824518,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Hawks,FALSE,QO
Elton Brand,2014,2013-2014,4000000,FAME,David Falk,FALSE,nba,Hawks,FALSE,G
Gustavo Ayon,2014,2013-2014,1500000,Duran International Sports Management,Emilio Duran,FALSE,nba,Hawks,FALSE,G
Gustavo Ayon,2015,2014-2015,1875000,Duran International Sports Management,Emilio Duran,FALSE,nba,Hawks,FALSE,QO
Jared Cunningham,2014,2013-2014,1208400,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,G
Jared Cunningham,2015,2014-2015,1260360,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,TO
Jared Cunningham,2016,2015-2016,2204370,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,TO
Jared Cunningham,2017,2016-2017,3222788,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,QO
Jeff Teague,2014,2013-2014,8000000,ASM Sports,Andy Miller,FALSE,nba,Hawks,FALSE,G
Jeff Teague,2015,2014-2015,8000000,ASM Sports,Andy Miller,FALSE,nba,Hawks,FALSE,G
Jeff Teague,2016,2015-2016,8000000,ASM Sports,Andy Miller,FALSE,nba,Hawks,FALSE,G
Jeff Teague,2017,2016-2017,8000000,ASM Sports,Andy Miller,FALSE,nba,Hawks,FALSE,G
Jeremy Tyler,2014,2013-2014,100000,Wasserman Media Group,Arn Tellem,FALSE,nba,Hawks,TRUE,G
John Jenkins,2014,2013-2014,1258800,BDA Sports Management,Bill Duffy,FALSE,nba,Hawks,FALSE,G
John Jenkins,2015,2014-2015,1312920,BDA Sports Management,Bill Duffy,FALSE,nba,Hawks,FALSE,TO
John Jenkins,2016,2015-2016,2228025,BDA Sports Management,Bill Duffy,FALSE,nba,Hawks,FALSE,TO
John Jenkins,2017,2016-2017,3241777,BDA Sports Management,Bill Duffy,FALSE,nba,Hawks,FALSE,QO
Kyle Korver,2014,2013-2014,6760563,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,G
Kyle Korver,2015,2014-2015,6253521,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,G
Kyle Korver,2016,2015-2016,5746479,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,G
Kyle Korver,2017,2016-2017,5239437,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,G
Lou Williams,2014,2013-2014,5225000,Creative Artists Agency,Leon Rose,FALSE,nba,Hawks,FALSE,G
Lou Williams,2015,2014-2015,5450000,Creative Artists Agency,Leon Rose,FALSE,nba,Hawks,FALSE,G
Mike Scott,2014,2013-2014,788872,Creative Artists Agency,Aaron Mintz,FALSE,nba,Hawks,FALSE,U
Mike Scott,2015,2014-2015,1115243,Creative Artists Agency,Aaron Mintz,FALSE,nba,Hawks,FALSE,QO
Paul Millsap,2014,2013-2014,9500000,BDS Sports,DeAngelo Simmons,FALSE,nba,Hawks,FALSE,G
Paul Millsap,2015,2014-2015,9500000,BDS Sports,DeAngelo Simmons,FALSE,nba,Hawks,FALSE,G
Pero Antic,2014,2013-2014,1200000,Excel Sports Management,Michael Lindeman,FALSE,nba,Hawks,FALSE,G
Pero Antic,2015,2014-2015,1250000,Excel Sports Management,Michael Lindeman,FALSE,nba,Hawks,FALSE,U
Pero Antic,2016,2015-2016,1562500,Excel Sports Management,Michael Lindeman,FALSE,nba,Hawks,FALSE,QO
Shelvin Mack,2014,2013-2014,884293,The Neustadt Group,Doug Neustadt,FALSE,nba,Hawks,FALSE,U
Shelvin Mack,2015,2014-2015,1148163,The Neustadt Group,Doug Neustadt,FALSE,nba,Hawks,FALSE,QO
Chris Andersen,2014,2013-2014,1399507,Creative Artists Agency,Steve Heumann,FALSE,nba,Heat,FALSE,G
Chris Andersen,2015,2014-2015,1448490,Creative Artists Agency,Steve Heumann,FALSE,nba,Heat,FALSE,PO
Chris Bosh,2014,2013-2014,19067500,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,G
Chris Bosh,2015,2014-2015,20590000,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,ETO
Chris Bosh,2016,2015-2016,22112500,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,PO
Dwyane Wade,2014,2013-2014,18673000,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,G
Dwyane Wade,2015,2014-2015,20164000,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,ETO
Dwyane Wade,2016,2015-2016,21655000,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,PO
Greg Oden,2014,2013-2014,884293,BDA Sports Management,Mike Conley,FALSE,nba,Heat,FALSE,G
James Jones,2014,2013-2014,1500000,Bell Management,Joel Bell,FALSE,nba,Heat,FALSE,G
Jarvis Varnado,2014,2013-2014,788872,Impact Sports Basketball,Mitch Frankel,FALSE,nba,Heat,FALSE,U
Jarvis Varnado,2015,2014-2015,1115243,Impact Sports Basketball,Mitch Frankel,FALSE,nba,Heat,FALSE,QO
Joel Anthony,2014,2013-2014,3800000,Excel Sports Management,Mike Higgins,FALSE,nba,Heat,FALSE,G
Joel Anthony,2015,2014-2015,3800000,Excel Sports Management,Mike Higgins,FALSE,nba,Heat,FALSE,PO
Justin Hamilton,2014,2013-2014,490180,ASM Sports,J.R. Hensley,FALSE,nba,Heat,FALSE,U
Justin Hamilton,2015,2014-2015,1016482,ASM Sports,J.R. Hensley,FALSE,nba,Heat,FALSE,QO
LeBron James,2014,2013-2014,19067500,Klutch Sports Management,Rich Paul,FALSE,nba,Heat,FALSE,G
LeBron James,2015,2014-2015,20590000,Klutch Sports Management,Rich Paul,FALSE,nba,Heat,FALSE,ETO
LeBron James,2016,2015-2016,22112500,Klutch Sports Management,Rich Paul,FALSE,nba,Heat,FALSE,PO
Mario Chalmers,2014,2013-2014,4000000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Heat,FALSE,G
Michael Beasley,2014,2013-2014,1027000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Heat,TRUE,U
Norris Cole,2014,2013-2014,1129200,Bell Management,Joel Bell,FALSE,nba,Heat,FALSE,G
Norris Cole,2015,2014-2015,2038206,Bell Management,Joel Bell,FALSE,nba,Heat,FALSE,TO
Norris Cole,2016,2015-2016,3036927,Bell Management,Joel Bell,FALSE,nba,Heat,FALSE,QO
Rashard Lewis,2014,2013-2014,1399507,Rival Sports Group,Tony Dutt,FALSE,nba,Heat,FALSE,G
Ray Allen,2014,2013-2014,3229050,Williams & Connolly,Jim Tanner,FALSE,nba,Heat,FALSE,G
Shane Battier,2014,2013-2014,3270000,Williams & Connolly,Jim Tanner,FALSE,nba,Heat,FALSE,G
Udonis Haslem,2014,2013-2014,4340000,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,G
Udonis Haslem,2015,2014-2015,4620000,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,PO
Alec Burks,2014,2013-2014,2202000,ASM Sports,Andy Miller,FALSE,nba,Jazz,FALSE,G
Alec Burks,2015,2014-2015,3034356,ASM Sports,Andy Miller,FALSE,nba,Jazz,FALSE,TO
Alec Burks,2016,2015-2016,4175274,ASM Sports,Andy Miller,FALSE,nba,Jazz,FALSE,QO
Andris Biedrins,2014,2013-2014,9000000,BDA Sports Management,Bill Duffy,FALSE,nba,Jazz,FALSE,G
Brandon Rush,2014,2013-2014,4000000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Jazz,FALSE,G
Derrick Favors,2014,2013-2014,6008196,Perennial,Wallace Prather,FALSE,nba,Jazz,FALSE,G
Derrick Favors,2015,2014-2015,7882754,Perennial,Wallace Prather,FALSE,nba,Jazz,FALSE,QO
Enes Kanter,2014,2013-2014,4505280,Independent,Max Ergul,FALSE,nba,Jazz,FALSE,G
Enes Kanter,2015,2014-2015,5694674,Independent,Max Ergul,FALSE,nba,Jazz,FALSE,TO
Enes Kanter,2016,2015-2016,7471412,Independent,Max Ergul,FALSE,nba,Jazz,FALSE,QO
Gordon Hayward,2014,2013-2014,3452183,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Jazz,FALSE,G
Gordon Hayward,2015,2014-2015,4677708,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Jazz,FALSE,QO
Ian Clark,2014,2013-2014,490180,BDA Sports Management,David Mondress,FALSE,nba,Jazz,FALSE,U
Ian Clark,2015,2014-2015,816482,BDA Sports Management,David Mondress,FALSE,nba,Jazz,FALSE,U
Ian Clark,2016,2015-2016,1147276,BDA Sports Management,David Mondress,FALSE,nba,Jazz,FALSE,QO
Jerel McNeal,2014,2013-2014,884293,The Neustadt Group,Doug Neustadt,FALSE,nba,Jazz,FALSE,U
Jerel McNeal,2015,2014-2015,948163,The Neustadt Group,Doug Neustadt,FALSE,nba,Jazz,FALSE,U
Jeremy Evans,2014,2013-2014,1660257,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Jazz,FALSE,G
Jeremy Evans,2015,2014-2015,1794872,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Jazz,FALSE,G
John Lucas III,2014,2013-2014,1600000,Lee Basketball Services LTD,Bernie Lee,FALSE,nba,Jazz,FALSE,G
John Lucas III,2015,2014-2015,1600000,Lee Basketball Services LTD,Bernie Lee,FALSE,nba,Jazz,FALSE,U
Marvin Williams,2014,2013-2014,7500000,Williams & Connolly,Jim Tanner,FALSE,nba,Jazz,FALSE,G
Richard Jefferson,2014,2013-2014,11046000,Stratosphere Sports,Todd Eley,FALSE,nba,Jazz,FALSE,G
Rudy Gobert,2014,2013-2014,1078800,Comsport,Bouna Ndiaye,FALSE,nba,Jazz,FALSE,G
Rudy Gobert,2015,2014-2015,1127400,Comsport,Bouna Ndiaye,FALSE,nba,Jazz,FALSE,G
Rudy Gobert,2016,2015-2016,1175880,Comsport,Bouna Ndiaye,FALSE,nba,Jazz,FALSE,TO
Rudy Gobert,2017,2016-2017,2121288,Comsport,Bouna Ndiaye,FALSE,nba,Jazz,FALSE,TO
Rudy Gobert,2018,2017-2018,3145869,Comsport,Bouna Ndiaye,FALSE,nba,Jazz,FALSE,QO
Trey Burke,2014,2013-2014,2438760,Infinite Sports Concepts,Benji Burke,FALSE,nba,Jazz,FALSE,G
Trey Burke,2015,2014-2015,2548560,Infinite Sports Concepts,Benji Burke,FALSE,nba,Jazz,FALSE,G
Trey Burke,2016,2015-2016,2658240,Infinite Sports Concepts,Benji Burke,FALSE,nba,Jazz,FALSE,TO
Trey Burke,2017,2016-2017,3386598,Infinite Sports Concepts,Benji Burke,FALSE,nba,Jazz,FALSE,TO
Trey Burke,2018,2017-2018,4588840,Infinite Sports Concepts,Benji Burke,FALSE,nba,Jazz,FALSE,QO
Aaron Brooks,2014,2013-2014,674194,Creative Artists Agency,Leon Rose,FALSE,nba,Kings,TRUE,G
Ben McLemore,2014,2013-2014,2895960,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,G
Ben McLemore,2015,2014-2015,3026280,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,G
Ben McLemore,2016,2015-2016,3156600,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,TO
Ben McLemore,2017,2016-2017,4008882,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,TO
Ben McLemore,2018,2017-2018,5375911,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,QO
Carl Landry,2014,2013-2014,6500000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Kings,FALSE,G
Carl Landry,2015,2014-2015,6500000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Kings,FALSE,G
Carl Landry,2016,2015-2016,6500000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Kings,FALSE,G
Carl Landry,2017,2016-2017,6500000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Kings,FALSE,G
Chuck Hayes,2014,2013-2014,5722500,BDA Sports Management,Bill Duffy,FALSE,nba,Kings,FALSE,G
Chuck Hayes,2015,2014-2015,5958750,BDA Sports Management,Bill Duffy,FALSE,nba,Kings,FALSE,G
DeMarcus Cousins,2014,2013-2014,4916974,Relativity Sports,Dan Fegan,FALSE,nba,Kings,FALSE,G
DeMarcus Cousins,2015,2014-2015,6519907,Relativity Sports,Dan Fegan,FALSE,nba,Kings,FALSE,QO
Greivis Vasquez,2014,2013-2014,2150188,Wasserman Media Group,Arn Tellem,FALSE,nba,Kings,FALSE,G
Greivis Vasquez,2015,2014-2015,3203780,Wasserman Media Group,Arn Tellem,FALSE,nba,Kings,FALSE,QO
Isaiah Thomas,2014,2013-2014,884293,ASM Sports,Andy Miller,FALSE,nba,Kings,FALSE,G
Isaiah Thomas,2015,2014-2015,1148163,ASM Sports,Andy Miller,FALSE,nba,Kings,FALSE,QO
Jason Thompson,2014,2013-2014,5643750,Creative Artists Agency,Leon Rose,FALSE,nba,Kings,FALSE,G
Jason Thompson,2015,2014-2015,6037500,Creative Artists Agency,Leon Rose,FALSE,nba,Kings,FALSE,G
Jason Thompson,2016,2015-2016,6431250,Creative Artists Agency,Leon Rose,FALSE,nba,Kings,FALSE,G
Jason Thompson,2017,2016-2017,6825000,Creative Artists Agency,Leon Rose,FALSE,nba,Kings,FALSE,U
Jimmer Fredette,2014,2013-2014,2439840,Octagon Athlete Representation,Chris Emens,FALSE,nba,Kings,FALSE,G
Jimmer Fredette,2015,2014-2015,3110796,Octagon Athlete Representation,Chris Emens,FALSE,nba,Kings,FALSE,TO
Jimmer Fredette,2016,2015-2016,4236904,Octagon Athlete Representation,Chris Emens,FALSE,nba,Kings,FALSE,QO
John Salmons,2014,2013-2014,7583000,Bell Management,Joel Bell,FALSE,nba,Kings,FALSE,G
John Salmons,2015,2014-2015,7000000,Bell Management,Joel Bell,FALSE,nba,Kings,FALSE,U
Luc Mbah A Moute,2014,2013-2014,4588384,Excel Sports Management,Jeff Schwartz,FALSE,nba,Kings,FALSE,G
Luc Mbah A Moute,2015,2014-2015,4382576,Excel Sports Management,Jeff Schwartz,FALSE,nba,Kings,FALSE,G
Marcus Thornton,2014,2013-2014,8050000,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,G
Marcus Thornton,2015,2014-2015,8575000,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,G
Patrick Patterson,2014,2013-2014,3105301,Excel Sports Management,Sam Goldfeder,FALSE,nba,Kings,FALSE,G
Patrick Patterson,2015,2014-2015,4319474,Excel Sports Management,Sam Goldfeder,FALSE,nba,Kings,FALSE,QO
Ray McCallum,2014,2013-2014,524616,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Kings,FALSE,G
Ray McCallum,2015,2014-2015,816482,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Kings,FALSE,G
Ray McCallum,2016,2015-2016,947276,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Kings,FALSE,U
Ray McCallum,2017,2016-2017,1215696,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Kings,FALSE,QO
Travis Outlaw,2014,2013-2014,3000000,BDA Sports Management,Bill Duffy,FALSE,nba,Kings,FALSE,G
Travis Outlaw,2015,2014-2015,3000000,BDA Sports Management,Bill Duffy,FALSE,nba,Kings,FALSE,G
Trent Lockett,2014,2013-2014,490180,CGL Sports,Chris Grier Luchey,FALSE,nba,Kings,FALSE,U
Trent Lockett,2015,2014-2015,816482,CGL Sports,Chris Grier Luchey,FALSE,nba,Kings,FALSE,U
Trent Lockett,2016,2015-2016,1147276,CGL Sports,Chris Grier Luchey,FALSE,nba,Kings,FALSE,QO
Amar'e Stoudemire,2014,2013-2014,21679893,Relativity Sports,Dan Fegan,FALSE,nba,Knicks,FALSE,G
Amar'e Stoudemire,2015,2014-2015,23410988,Relativity Sports,Dan Fegan,FALSE,nba,Knicks,FALSE,ETO
Andrea Bargnani,2014,2013-2014,11862500,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,G
Andrea Bargnani,2015,2014-2015,11500000,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,ETO
Beno Udrih,2014,2013-2014,884293,Pinnacle Management Corporation,Marc Cornstein,FALSE,nba,Knicks,FALSE,G
C.J. Leslie,2014,2013-2014,490180,Creative Artists Agency,Aaron Mintz,FALSE,nba,Knicks,FALSE,U
C.J. Leslie,2015,2014-2015,816482,Creative Artists Agency,Aaron Mintz,FALSE,nba,Knicks,FALSE,U
C.J. Leslie,2016,2015-2016,1147276,Creative Artists Agency,Aaron Mintz,FALSE,nba,Knicks,FALSE,QO
Carmelo Anthony,2014,2013-2014,21388954,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,G
Carmelo Anthony,2015,2014-2015,23333405,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,ETO
Chris Smith,2014,2013-2014,490180,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,U
Chris Smith,2015,2014-2015,816482,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,U
Chris Smith,2016,2015-2016,1147276,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,QO
Iman Shumpert,2014,2013-2014,1703760,Relativity Sports,Dan Fegan,FALSE,nba,Knicks,FALSE,G
Iman Shumpert,2015,2014-2015,2616975,Relativity Sports,Dan Fegan,FALSE,nba,Knicks,FALSE,TO
Iman Shumpert,2016,2015-2016,3695169,Relativity Sports,Dan Fegan,FALSE,nba,Knicks,FALSE,QO
J.R. Smith,2014,2013-2014,5565000,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,G
J.R. Smith,2015,2014-2015,5982375,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,G
J.R. Smith,2016,2015-2016,6399750,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,PO
Jeremy Tyler,2014,2013-2014,884293,Wasserman Media Group,Arn Tellem,FALSE,nba,Knicks,FALSE,U
Jeremy Tyler,2015,2014-2015,948163,Wasserman Media Group,Arn Tellem,FALSE,nba,Knicks,FALSE,U
Kenyon Martin,2014,2013-2014,884293,ASM Sports,Andy Miller,FALSE,nba,Knicks,FALSE,G
Metta World Peace,2014,2013-2014,1590000,Pinnacle Management Corporation,Marc Cornstein,FALSE,nba,Knicks,FALSE,G
Metta World Peace,2015,2014-2015,1661550,Pinnacle Management Corporation,Marc Cornstein,FALSE,nba,Knicks,FALSE,PO
Pablo Prigioni,2014,2013-2014,1591350,AAI Sports,George Bass,FALSE,nba,Knicks,FALSE,G
Pablo Prigioni,2015,2014-2015,1662961,AAI Sports,George Bass,FALSE,nba,Knicks,FALSE,G
Pablo Prigioni,2016,2015-2016,1734572,AAI Sports,George Bass,FALSE,nba,Knicks,FALSE,U
Raymond Felton,2014,2013-2014,3637073,Rival Sports Group,Colin Bryant,FALSE,nba,Knicks,FALSE,G
Raymond Felton,2015,2014-2015,3793693,Rival Sports Group,Colin Bryant,FALSE,nba,Knicks,FALSE,G
Raymond Felton,2016,2015-2016,3950313,Rival Sports Group,Colin Bryant,FALSE,nba,Knicks,FALSE,PO
