player,season,season_name,salary,agency,agent,salary_amnesty,league,team,player_off_roster_13_14,id_contract_type
Tim Hardaway Jr,2014,2013-2014,1196760,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Knicks,FALSE,G
Tim Hardaway Jr,2015,2014-2015,1250640,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Knicks,FALSE,G
Tim Hardaway Jr,2016,2015-2016,1304520,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Knicks,FALSE,TO
Tim Hardaway Jr,2017,2016-2017,2281605,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Knicks,FALSE,TO
Tim Hardaway Jr,2018,2017-2018,3335707,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Knicks,FALSE,QO
Tyson Chandler,2014,2013-2014,14100538,Excel Sports Management,Jeff Schwartz,FALSE,nba,Knicks,FALSE,G
Tyson Chandler,2015,2014-2015,14596888,Excel Sports Management,Jeff Schwartz,FALSE,nba,Knicks,FALSE,G
Chris Duhon,2014,2013-2014,1500000,BDA Sports Management,Kevin Bradbury,FALSE,nba,Lakers,TRUE,G
Chris Kaman,2014,2013-2014,3183000,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Lakers,FALSE,G
Elias Harris,2014,2013-2014,490180,Priority Sports & Entertainment,Brad Ames,FALSE,nba,Lakers,FALSE,U
Elias Harris,2015,2014-2015,816482,Priority Sports & Entertainment,Brad Ames,FALSE,nba,Lakers,FALSE,U
Elias Harris,2016,2015-2016,1147276,Priority Sports & Entertainment,Brad Ames,FALSE,nba,Lakers,FALSE,QO
Jodie Meeks,2014,2013-2014,1550000,Lagardere Unlimited,David Bauman,FALSE,nba,Lakers,FALSE,G
Jordan Farmar,2014,2013-2014,884293,Rival Sports Group,Tony Dutt,FALSE,nba,Lakers,FALSE,G
Jordan Hill,2014,2013-2014,3500000,BDA Sports Management,Kevin Bradbury,FALSE,nba,Lakers,FALSE,G
Kobe Bryant,2014,2013-2014,30453805,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Lakers,FALSE,G
Nick Young,2014,2013-2014,1106942,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Lakers,FALSE,G
Nick Young,2015,2014-2015,1227985,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Lakers,FALSE,PO
Pau Gasol,2014,2013-2014,19285850,Wasserman Media Group,Arn Tellem,FALSE,nba,Lakers,FALSE,G
Robert Sacre,2014,2013-2014,788872,Edge Sports,Keith Kreiter,FALSE,nba,Lakers,FALSE,G
Robert Sacre,2015,2014-2015,915243,Edge Sports,Keith Kreiter,FALSE,nba,Lakers,FALSE,G
Robert Sacre,2016,2015-2016,981348,Edge Sports,Keith Kreiter,FALSE,nba,Lakers,FALSE,U
Shawne Williams,2014,2013-2014,884293,Relativity Sports,Dan Fegan,FALSE,nba,Lakers,FALSE,G
Steve Blake,2014,2013-2014,4000000,Bell Management,Joel Bell,FALSE,nba,Lakers,FALSE,G
Steve Nash,2014,2013-2014,9300500,BDA Sports Management,Bill Duffy,FALSE,nba,Lakers,FALSE,G
Steve Nash,2015,2014-2015,9701000,BDA Sports Management,Bill Duffy,FALSE,nba,Lakers,FALSE,G
Wesley Johnson,2014,2013-2014,884293,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Lakers,FALSE,G
Xavier Henry,2014,2013-2014,884293,Wasserman Media Group,Arn Tellem,FALSE,nba,Lakers,FALSE,U
Al Harrington,2014,2013-2014,3574300,Relativity Sports,Dan Fegan,FALSE,nba,Magic,TRUE,G
Al Harrington,2015,2014-2015,3804900,Relativity Sports,Dan Fegan,FALSE,nba,Magic,TRUE,G
Andrew Nicholson,2014,2013-2014,1482000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Magic,FALSE,G
Andrew Nicholson,2015,2014-2015,1545840,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Magic,FALSE,TO
Andrew Nicholson,2016,2015-2016,2380594,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Magic,FALSE,TO
Andrew Nicholson,2017,2016-2017,3394726,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Magic,FALSE,QO
Arron Afflalo,2014,2013-2014,7500000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Magic,FALSE,G
Arron Afflalo,2015,2014-2015,7500000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Magic,FALSE,G
Arron Afflalo,2016,2015-2016,7500000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Magic,FALSE,PO
Doron Lamb,2014,2013-2014,788872,Wasserman Media Group,Arn Tellem,FALSE,nba,Magic,FALSE,G
Doron Lamb,2015,2014-2015,915243,Wasserman Media Group,Arn Tellem,FALSE,nba,Magic,FALSE,U
Doron Lamb,2016,2015-2016,1181348,Wasserman Media Group,Arn Tellem,FALSE,nba,Magic,FALSE,QO
E'Twaun Moore,2014,2013-2014,884293,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Magic,FALSE,G
E'Twaun Moore,2015,2014-2015,1148163,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Magic,FALSE,QO
Glen Davis,2014,2013-2014,6400000,Performance Sports Management,John Hamilton,FALSE,nba,Magic,FALSE,G
Glen Davis,2015,2014-2015,6600000,Performance Sports Management,John Hamilton,FALSE,nba,Magic,FALSE,G
Hidayet Turkoglu,2014,2013-2014,12000000,Williams & Connolly,Jim Tanner,FALSE,nba,Magic,FALSE,U
Jameer Nelson,2014,2013-2014,8600000,Cornerstone Management,Steve Mountain,FALSE,nba,Magic,FALSE,G
Jameer Nelson,2015,2014-2015,8000000,Cornerstone Management,Steve Mountain,FALSE,nba,Magic,FALSE,U
Jason Maxiell,2014,2013-2014,2500000,ASM Sports,Andy Miller,FALSE,nba,Magic,FALSE,G
Jason Maxiell,2015,2014-2015,2500000,ASM Sports,Andy Miller,FALSE,nba,Magic,FALSE,G
Kyle O'Quinn,2014,2013-2014,788872,EBSA Sports,Alberto Ebanks,FALSE,nba,Magic,FALSE,U
Kyle O'Quinn,2015,2014-2015,915243,EBSA Sports,Alberto Ebanks,FALSE,nba,Magic,FALSE,U
Kyle O'Quinn,2016,2015-2016,1181348,EBSA Sports,Alberto Ebanks,FALSE,nba,Magic,FALSE,QO
Maurice Harkless,2014,2013-2014,1809840,Relativity Sports,Dan Fegan,FALSE,nba,Magic,FALSE,G
Maurice Harkless,2015,2014-2015,1887840,Relativity Sports,Dan Fegan,FALSE,nba,Magic,FALSE,TO
Maurice Harkless,2016,2015-2016,2894059,Relativity Sports,Dan Fegan,FALSE,nba,Magic,FALSE,TO
Maurice Harkless,2017,2016-2017,4045894,Relativity Sports,Dan Fegan,FALSE,nba,Magic,FALSE,QO
Nikola Vucevic,2014,2013-2014,1793520,BDA Sports Management,Rade Filipovich,FALSE,nba,Magic,FALSE,G
Nikola Vucevic,2015,2014-2015,2751260,BDA Sports Management,Rade Filipovich,FALSE,nba,Magic,FALSE,TO
Nikola Vucevic,2016,2015-2016,3865520,BDA Sports Management,Rade Filipovich,FALSE,nba,Magic,FALSE,QO
Quentin Richardson,2014,2013-2014,2808600,24/7 Sports Management,Jeff Wechsler,FALSE,nba,Magic,TRUE,G
Ronnie Price,2014,2013-2014,1265977,Excel Sports Management,Mike Higgins,FALSE,nba,Magic,FALSE,G
Ronnie Price,2015,2014-2015,1316809,Excel Sports Management,Mike Higgins,FALSE,nba,Magic,FALSE,U
Tobias Harris,2014,2013-2014,1545840,Creative Artists Agency,Henry Thomas,FALSE,nba,Magic,FALSE,G
Tobias Harris,2015,2014-2015,2380594,Creative Artists Agency,Henry Thomas,FALSE,nba,Magic,FALSE,TO
Tobias Harris,2016,2015-2016,3394726,Creative Artists Agency,Henry Thomas,FALSE,nba,Magic,FALSE,QO
Victor Oladipo,2014,2013-2014,4763760,IAM Sports,Raymond Brothers,FALSE,nba,Magic,FALSE,G
Victor Oladipo,2015,2014-2015,4978200,IAM Sports,Raymond Brothers,FALSE,nba,Magic,FALSE,G
Victor Oladipo,2016,2015-2016,5192520,IAM Sports,Raymond Brothers,FALSE,nba,Magic,FALSE,TO
Victor Oladipo,2017,2016-2017,6552961,IAM Sports,Raymond Brothers,FALSE,nba,Magic,FALSE,TO
Victor Oladipo,2018,2017-2018,8551613,IAM Sports,Raymond Brothers,FALSE,nba,Magic,FALSE,QO
Bernard James,2014,2013-2014,788872,Relativity Sports,Dan Fegan,FALSE,nba,Mavericks,FALSE,G
Bernard James,2015,2014-2015,1115243,Relativity Sports,Dan Fegan,FALSE,nba,Mavericks,FALSE,QO
Brandan Wright,2014,2013-2014,5000000,Williams & Connolly,Jim Tanner,FALSE,nba,Mavericks,FALSE,G
Brandan Wright,2015,2014-2015,5000000,Williams & Connolly,Jim Tanner,FALSE,nba,Mavericks,FALSE,G
DeJuan Blair,2014,2013-2014,884293,Relativity Sports,Dan Fegan,FALSE,nba,Mavericks,FALSE,G
Devin Harris,2014,2013-2014,884293,Excel Sports Management,Jeff Schwartz,FALSE,nba,Mavericks,FALSE,G
Dirk Nowitzki,2014,2013-2014,22721381,Independent,Holger Geschwinder,FALSE,nba,Mavericks,FALSE,G
Fab Melo,2014,2013-2014,788872,Wasserman Media Group,BJ Armstrong,FALSE,nba,Mavericks,FALSE,U
Fab Melo,2015,2014-2015,915243,Wasserman Media Group,BJ Armstrong,FALSE,nba,Mavericks,FALSE,U
Fab Melo,2016,2015-2016,1181348,Wasserman Media Group,BJ Armstrong,FALSE,nba,Mavericks,FALSE,QO
Gal Mekel,2014,2013-2014,490180,Exclusive Sports Group,Sam Porter,FALSE,nba,Mavericks,FALSE,G
Gal Mekel,2015,2014-2015,816482,Exclusive Sports Group,Sam Porter,FALSE,nba,Mavericks,FALSE,G
Gal Mekel,2016,2015-2016,947276,Exclusive Sports Group,Sam Porter,FALSE,nba,Mavericks,FALSE,G
Gal Mekel,2017,2016-2017,1215696,Exclusive Sports Group,Sam Porter,FALSE,nba,Mavericks,FALSE,QO
Jae Crowder,2014,2013-2014,788872,Alliance Sports Management,Glenn Schwartzman,FALSE,nba,Mavericks,FALSE,G
Jae Crowder,2015,2014-2015,915243,Alliance Sports Management,Glenn Schwartzman,FALSE,nba,Mavericks,FALSE,TO
Jae Crowder,2016,2015-2016,1181348,Alliance Sports Management,Glenn Schwartzman,FALSE,nba,Mavericks,FALSE,QO
Jose Calderon,2014,2013-2014,6791570,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Mavericks,FALSE,G
Jose Calderon,2015,2014-2015,7097191,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Mavericks,FALSE,G
Jose Calderon,2016,2015-2016,7402812,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Mavericks,FALSE,G
Jose Calderon,2017,2016-2017,7708427,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Mavericks,FALSE,G
Monta Ellis,2014,2013-2014,8000000,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,G
Monta Ellis,2015,2014-2015,8360000,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,G
Monta Ellis,2016,2015-2016,8720000,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,PO
Ricky Ledo,2014,2013-2014,544000,Verus Management Team,Seth Cohen,FALSE,nba,Mavericks,FALSE,G
Ricky Ledo,2015,2014-2015,816482,Verus Management Team,Seth Cohen,FALSE,nba,Mavericks,FALSE,G
Ricky Ledo,2016,2015-2016,947276,Verus Management Team,Seth Cohen,FALSE,nba,Mavericks,FALSE,U
Ricky Ledo,2017,2016-2017,1015696,Verus Management Team,Seth Cohen,FALSE,nba,Mavericks,FALSE,U
Samuel Dalembert,2014,2013-2014,3700748,Pinnacle Management Corporation,Marc Cornstein,FALSE,nba,Mavericks,FALSE,G
Samuel Dalembert,2015,2014-2015,3867282,Pinnacle Management Corporation,Marc Cornstein,FALSE,nba,Mavericks,FALSE,U
Shane Larkin,2014,2013-2014,1536960,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,G
Shane Larkin,2015,2014-2015,1606080,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,G
Shane Larkin,2016,2015-2016,1675320,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,TO
Shane Larkin,2017,2016-2017,2576642,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,TO
Shane Larkin,2018,2017-2018,3656255,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,QO
Shawn Marion,2014,2013-2014,9316796,Relativity Sports,Dan Fegan,FALSE,nba,Mavericks,FALSE,G
Vince Carter,2014,2013-2014,3180000,IMG,Kurt Schoeppler,FALSE,nba,Mavericks,FALSE,G
Wayne Ellington,2014,2013-2014,2652000,Wasserman Media Group,Arn Tellem,FALSE,nba,Mavericks,FALSE,G
Wayne Ellington,2015,2014-2015,2771340,Wasserman Media Group,Arn Tellem,FALSE,nba,Mavericks,FALSE,G
Alan Anderson,2014,2013-2014,947907,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,G
Alan Anderson,2015,2014-2015,1063384,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,PO
Andray Blatche,2014,2013-2014,1375604,ASM Sports,Andy Miller,FALSE,nba,Nets,FALSE,G
Andray Blatche,2015,2014-2015,1437506,ASM Sports,Andy Miller,FALSE,nba,Nets,FALSE,PO
Andrei Kirilenko,2014,2013-2014,3183000,Entersport,Marc Fleisher,FALSE,nba,Nets,FALSE,G
Andrei Kirilenko,2015,2014-2015,3326235,Entersport,Marc Fleisher,FALSE,nba,Nets,FALSE,PO
Brook Lopez,2014,2013-2014,14693906,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
Brook Lopez,2015,2014-2015,15719063,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
Brook Lopez,2016,2015-2016,16744218,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,PO
Deron Williams,2014,2013-2014,18466130,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,G
Deron Williams,2015,2014-2015,19754465,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,G
Deron Williams,2016,2015-2016,21042800,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,G
Deron Williams,2017,2016-2017,22331135,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,ETO
Jason Terry,2014,2013-2014,5625313,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
Jason Terry,2015,2014-2015,5850313,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
Joe Johnson,2014,2013-2014,21466718,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
Joe Johnson,2015,2014-2015,23180790,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
Joe Johnson,2016,2015-2016,24894863,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
Kevin Garnett,2014,2013-2014,12433735,ASM Sports,Andy Miller,FALSE,nba,Nets,FALSE,G
Kevin Garnett,2015,2014-2015,12000000,ASM Sports,Andy Miller,FALSE,nba,Nets,FALSE,G
Mason Plumlee,2014,2013-2014,1298640,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,G
Mason Plumlee,2015,2014-2015,1357080,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,G
Mason Plumlee,2016,2015-2016,1415520,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,TO
Mason Plumlee,2017,2016-2017,2328530,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,TO
Mason Plumlee,2018,2017-2018,3371712,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,QO
Mirza Teletovic,2014,2013-2014,3229050,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,G
Mirza Teletovic,2015,2014-2015,3368100,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,G
Mirza Teletovic,2016,2015-2016,4210125,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,QO
Paul Pierce,2014,2013-2014,15333334,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,G
Reggie Evans,2014,2013-2014,1695635,ASM Sports,Andy Miller,FALSE,nba,Nets,FALSE,G
Reggie Evans,2015,2014-2015,1768653,ASM Sports,Andy Miller,FALSE,nba,Nets,FALSE,G
Shaun Livingston,2014,2013-2014,884293,Creative Artists Agency,Henry Thomas,FALSE,nba,Nets,FALSE,G
Tornike Shengelia,2014,2013-2014,788872,Zucker International,Guy Zucker,FALSE,nba,Nets,FALSE,G
Tornike Shengelia,2015,2014-2015,1115243,Zucker International,Guy Zucker,FALSE,nba,Nets,FALSE,QO
Tyshawn Taylor,2014,2013-2014,788872,Excel Sports Management,Mike Higgins,FALSE,nba,Nets,FALSE,G
Tyshawn Taylor,2015,2014-2015,1115243,Excel Sports Management,Mike Higgins,FALSE,nba,Nets,FALSE,QO
Andre Miller,2014,2013-2014,5000000,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,G
Andre Miller,2015,2014-2015,4625000,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,U
Anthony Randolph,2014,2013-2014,1750000,BDA Sports Management,Bill Duffy,FALSE,nba,Nuggets,FALSE,G
Anthony Randolph,2015,2014-2015,1825359,BDA Sports Management,Bill Duffy,FALSE,nba,Nuggets,FALSE,G
Danilo Gallinari,2014,2013-2014,10146925,Wasserman Media Group,Arn Tellem,FALSE,nba,Nuggets,FALSE,G
Danilo Gallinari,2015,2014-2015,10854850,Wasserman Media Group,Arn Tellem,FALSE,nba,Nuggets,FALSE,G
Danilo Gallinari,2016,2015-2016,11559225,Wasserman Media Group,Arn Tellem,FALSE,nba,Nuggets,FALSE,G
Darrell Arthur,2014,2013-2014,3231683,Independent,Jerry Hicks,FALSE,nba,Nuggets,FALSE,G
Darrell Arthur,2015,2014-2015,3457149,Independent,Jerry Hicks,FALSE,nba,Nuggets,FALSE,PO
Evan Fournier,2014,2013-2014,1422720,Comsport,Bouna Ndiaye,FALSE,nba,Nuggets,FALSE,G
Evan Fournier,2015,2014-2015,1483920,Comsport,Bouna Ndiaye,FALSE,nba,Nuggets,FALSE,TO
Evan Fournier,2016,2015-2016,2288205,Comsport,Bouna Ndiaye,FALSE,nba,Nuggets,FALSE,TO
Evan Fournier,2017,2016-2017,3278997,Comsport,Bouna Ndiaye,FALSE,nba,Nuggets,FALSE,QO
J.J. Hickson,2014,2013-2014,5150000,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,G
J.J. Hickson,2015,2014-2015,5381750,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,G
J.J. Hickson,2016,2015-2016,5613500,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,G
JaVale McGee,2014,2013-2014,10750000,Wasserman Media Group,BJ Armstrong,FALSE,nba,Nuggets,FALSE,G
JaVale McGee,2015,2014-2015,11250000,Wasserman Media Group,BJ Armstrong,FALSE,nba,Nuggets,FALSE,G
JaVale McGee,2016,2015-2016,12000000,Wasserman Media Group,BJ Armstrong,FALSE,nba,Nuggets,FALSE,G
Jordan Hamilton,2014,2013-2014,1169880,Premier Sports,Gregory Nunn,FALSE,nba,Nuggets,FALSE,G
Jordan Hamilton,2015,2014-2015,2109294,Premier Sports,Gregory Nunn,FALSE,nba,Nuggets,FALSE,TO
Jordan Hamilton,2016,2015-2016,3113317,Premier Sports,Gregory Nunn,FALSE,nba,Nuggets,FALSE,QO
Kenneth Faried,2014,2013-2014,1367640,Wasserman Media Group,Arn Tellem,FALSE,nba,Nuggets,FALSE,G
Kenneth Faried,2015,2014-2015,2249768,Wasserman Media Group,Arn Tellem,FALSE,nba,Nuggets,FALSE,TO
Kenneth Faried,2016,2015-2016,3257664,Wasserman Media Group,Arn Tellem,FALSE,nba,Nuggets,FALSE,QO
Nate Robinson,2014,2013-2014,2016000,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Nuggets,FALSE,G
Nate Robinson,2015,2014-2015,2106720,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Nuggets,FALSE,PO
Quincy Miller,2014,2013-2014,788872,Envision Sports Agency,Dwon Clifton,FALSE,nba,Nuggets,FALSE,U
Quincy Miller,2015,2014-2015,915243,Envision Sports Agency,Dwon Clifton,FALSE,nba,Nuggets,FALSE,U
Quincy Miller,2016,2015-2016,1181348,Envision Sports Agency,Dwon Clifton,FALSE,nba,Nuggets,FALSE,QO
Randy Foye,2014,2013-2014,3000000,Creative Artists Agency,Steve Heumann,FALSE,nba,Nuggets,FALSE,G
Randy Foye,2015,2014-2015,3000000,Creative Artists Agency,Steve Heumann,FALSE,nba,Nuggets,FALSE,G
Randy Foye,2016,2015-2016,3135000,Creative Artists Agency,Steve Heumann,FALSE,nba,Nuggets,FALSE,G
Timofey Mozgov,2014,2013-2014,4400000,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,G
Timofey Mozgov,2015,2014-2015,4650000,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,G
Timofey Mozgov,2016,2015-2016,4950000,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,TO
Ty Lawson,2014,2013-2014,10786517,Relativity Sports,Happy Walters,FALSE,nba,Nuggets,FALSE,G
Ty Lawson,2015,2014-2015,11595506,Relativity Sports,Happy Walters,FALSE,nba,Nuggets,FALSE,G
Ty Lawson,2016,2015-2016,12404495,Relativity Sports,Happy Walters,FALSE,nba,Nuggets,FALSE,G
Ty Lawson,2017,2016-2017,13213482,Relativity Sports,Happy Walters,FALSE,nba,Nuggets,FALSE,G
Wilson Chandler,2014,2013-2014,6344164,Relativity Sports,Dan Fegan,FALSE,nba,Nuggets,FALSE,G
Wilson Chandler,2015,2014-2015,6757913,Relativity Sports,Dan Fegan,FALSE,nba,Nuggets,FALSE,G
Wilson Chandler,2016,2015-2016,7171662,Relativity Sports,Dan Fegan,FALSE,nba,Nuggets,FALSE,U
C.J. Watson,2014,2013-2014,2016000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Pacers,FALSE,G
C.J. Watson,2015,2014-2015,2077000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Pacers,FALSE,G
Chris Copeland,2014,2013-2014,3000000,540 Sports and Entertainment LLC,John Spencer,FALSE,nba,Pacers,FALSE,G
Chris Copeland,2015,2014-2015,3135000,540 Sports and Entertainment LLC,John Spencer,FALSE,nba,Pacers,FALSE,G
Chris Copeland,2016,2015-2016,3918750,540 Sports and Entertainment LLC,John Spencer,FALSE,nba,Pacers,FALSE,QO
Danny Granger,2014,2013-2014,14021788,Creative Artists Agency,Aaron Mintz,FALSE,nba,Pacers,FALSE,G
David West,2014,2013-2014,12000000,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Pacers,FALSE,G
David West,2015,2014-2015,12000000,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Pacers,FALSE,G
David West,2016,2015-2016,12600000,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Pacers,FALSE,PO
Donald Sloan,2014,2013-2014,884293,Impact Sports Basketball,Brian Elfus,FALSE,nba,Pacers,FALSE,G
Donald Sloan,2015,2014-2015,948163,Impact Sports Basketball,Brian Elfus,FALSE,nba,Pacers,FALSE,G
George Hill,2014,2013-2014,8000000,Saga Sports,Bill Neff,FALSE,nba,Pacers,FALSE,G
George Hill,2015,2014-2015,8000000,Saga Sports,Bill Neff,FALSE,nba,Pacers,FALSE,G
George Hill,2016,2015-2016,8000000,Saga Sports,Bill Neff,FALSE,nba,Pacers,FALSE,G
George Hill,2017,2016-2017,8000000,Saga Sports,Bill Neff,FALSE,nba,Pacers,FALSE,G
Ian Mahinmi,2014,2013-2014,4000000,Comsport,Bouna Ndiaye,FALSE,nba,Pacers,FALSE,G
Ian Mahinmi,2015,2014-2015,4000000,Comsport,Bouna Ndiaye,FALSE,nba,Pacers,FALSE,G
Ian Mahinmi,2016,2015-2016,4000000,Comsport,Bouna Ndiaye,FALSE,nba,Pacers,FALSE,G
Lance Stephenson,2014,2013-2014,1005000,EBSA Sports,Alberto Ebanks,FALSE,nba,Pacers,FALSE,G
Luis Scola,2014,2013-2014,4508504,AAI Sports,George Bass,FALSE,nba,Pacers,FALSE,G
Luis Scola,2015,2014-2015,4868499,AAI Sports,George Bass,FALSE,nba,Pacers,FALSE,U
Orlando Johnson,2014,2013-2014,788872,BDA Sports Management,Bill Duffy,FALSE,nba,Pacers,FALSE,G
Orlando Johnson,2015,2014-2015,915243,BDA Sports Management,Bill Duffy,FALSE,nba,Pacers,FALSE,U
Orlando Johnson,2016,2015-2016,1181348,BDA Sports Management,Bill Duffy,FALSE,nba,Pacers,FALSE,QO
Paul George,2014,2013-2014,3282003,Creative Artists Agency,Aaron Mintz,FALSE,nba,Pacers,FALSE,G
Paul George,2015,2014-2015,4470088,Creative Artists Agency,Aaron Mintz,FALSE,nba,Pacers,FALSE,QO
Ron Howard,2014,2013-2014,490180,Lee Basketball Services LTD,Bernie Lee,FALSE,nba,Pacers,FALSE,U
Ron Howard,2015,2014-2015,1016482,Lee Basketball Services LTD,Bernie Lee,FALSE,nba,Pacers,FALSE,QO
Roy Hibbert,2014,2013-2014,14283844,FAME,David Falk,FALSE,nba,Pacers,FALSE,G
Roy Hibbert,2015,2014-2015,14898938,FAME,David Falk,FALSE,nba,Pacers,FALSE,G
Roy Hibbert,2016,2015-2016,15514031,FAME,David Falk,FALSE,nba,Pacers,FALSE,PO
Solomon Hill,2014,2013-2014,1246680,Octagon Athlete Representation,Chris Emens,FALSE,nba,Pacers,FALSE,G
Solomon Hill,2015,2014-2015,1302840,Octagon Athlete Representation,Chris Emens,FALSE,nba,Pacers,FALSE,G
Solomon Hill,2016,2015-2016,1358880,Octagon Athlete Representation,Chris Emens,FALSE,nba,Pacers,FALSE,TO
Solomon Hill,2017,2016-2017,2306019,Octagon Athlete Representation,Chris Emens,FALSE,nba,Pacers,FALSE,TO
Solomon Hill,2018,2017-2018,3355258,Octagon Athlete Representation,Chris Emens,FALSE,nba,Pacers,FALSE,QO
Al-Farouq Aminu,2014,2013-2014,3749602,IAM Sports,Raymond Brothers,FALSE,nba,Pelicans,FALSE,G
Anthony Davis,2014,2013-2014,5375760,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,G
Anthony Davis,2015,2014-2015,5607240,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,TO
Anthony Davis,2016,2015-2016,7070730,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,TO
Anthony Davis,2017,2016-2017,9191949,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,QO
Anthony Morrow,2014,2013-2014,1027424,Perennial,Wallace Prather,FALSE,nba,Pelicans,FALSE,G
Anthony Morrow,2015,2014-2015,1145685,Perennial,Wallace Prather,FALSE,nba,Pelicans,FALSE,PO
Arinze Onuaku,2014,2013-2014,490180,Assist Sports,Eric Fleisher,FALSE,nba,Pelicans,FALSE,U
Arinze Onuaku,2015,2014-2015,816482,Assist Sports,Eric Fleisher,FALSE,nba,Pelicans,FALSE,U
Arinze Onuaku,2016,2015-2016,1147276,Assist Sports,Eric Fleisher,FALSE,nba,Pelicans,FALSE,QO
Austin Rivers,2014,2013-2014,2339040,FAME,David Falk,FALSE,nba,Pelicans,FALSE,G
